param wind_avail : A	B	C	D	E	F	G	H	I	J	K :=
2182	0.032	0.111	0.09	0.488	0.28	0.0	0.0	0.0	0.0	0.811	0.999
2183	0.027	0.077	0.081	0.387	0.111	0.0	0.0	0.0	0.0	0.722	0.935
2184	0.008	0.062	0.01	0.338	0.159	0.0	0.0	0.0	0.0	0.868	0.615
2185	0.0	0.0	0.0	0.403	0.102	0.0	0.0	0.0	0.0	0.877	0.415
2186	0.0	0.0	0.0	0.264	0.017	0.0	0.0	0.0	0.0	0.858	0.469
2187	0.003	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.913	0.396
2188	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.979	0.234
2189	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.922	0.266
2190	0.002	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.81	0.451
2191	0.001	0.0	0.0	0.029	0.003	0.0	0.0	0.0	0.0	0.871	0.121
2192	0.001	0.0	0.0	0.078	0.023	0.0	0.0	0.0	0.0	0.846	0.152
2193	0.016	0.007	0.0	0.035	0.045	0.0	0.0	0.0	0.0	0.523	0.118
2194	0.013	0.008	0.0	0.04	0.029	0.0	0.0	0.0	0.0	0.838	0.211
2195	0.043	0.01	0.0	0.044	0.017	0.0	0.0	0.0	0.0	0.817	0.411
2196	0.037	0.036	0.0	0.029	0.017	0.0	0.0	0.0	0.0	0.8	0.556
2197	0.056	0.087	0.026	0.111	0.034	0.0	0.0	0.0	0.0	0.698	0.497
2198	0.043	0.115	0.052	0.203	0.027	0.0	0.0	0.0	0.0	0.463	0.415
2199	0.062	0.181	0.06	0.193	0.009	0.0	0.0	0.0	0.0	0.261	0.185
2200	0.041	0.15	0.115	0.284	0.09	0.0	0.0	0.0	0.0	0.102	0.11
2201	0.022	0.115	0.067	0.189	0.072	0.0	0.0	0.0	0.0	0.038	0.015
2202	0.012	0.047	0.012	0.105	0.02	0.0	0.0	0.0	0.0	0.004	0.0
2203	0.012	0.063	0.094	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.017
2204	0.017	0.082	0.119	0.25	0.008	0.0	0.0	0.0	0.0	0.001	0.006
2205	0.0	0.081	0.114	0.519	0.003	0.0	0.0	0.0	0.0	0.0	0.004
2206	0.0	0.072	0.023	0.797	0.059	0.0	0.0	0.0	0.0	0.006	0.0
2207	0.001	0.0	0.006	0.641	0.089	0.0	0.0	0.0	0.0	0.008	0.004
2208	0.057	0.053	0.001	0.639	0.029	0.0	0.0	0.0	0.0	0.016	0.026
2209	0.025	0.101	0.077	0.656	0.012	0.0	0.0	0.0	0.0	0.035	0.008
2210	0.008	0.054	0.001	0.55	0.045	0.0	0.0	0.0	0.0	0.037	0.0
2211	0.0	0.057	0.002	0.443	0.18	0.0	0.0	0.0	0.0	0.063	0.0
2212	0.013	0.096	0.0	0.422	0.161	0.0	0.0	0.0	0.0	0.077	0.0
2213	0.121	0.25	0.049	0.362	0.103	0.0	0.0	0.0	0.0	0.055	0.0
2214	0.34	0.353	0.203	0.15	0.316	0.0	0.0	0.0	0.0	0.066	0.001
2215	0.348	0.205	0.333	0.085	0.412	0.0	0.0	0.0	0.0	0.12	0.0
2216	0.422	0.523	0.66	0.0	0.55	0.0	0.0	0.0	0.0	0.145	0.0
2217	0.215	0.23	0.357	0.0	0.458	0.0	0.0	0.0	0.0	0.171	0.055
2218	0.172	0.236	0.393	0.001	0.481	0.0	0.0	0.0	0.0	0.172	0.189
2219	0.075	0.165	0.334	0.05	0.324	0.0	0.0	0.0	0.0	0.287	0.335
2220	0.034	0.131	0.313	0.172	0.328	0.0	0.0	0.0	0.0	0.366	0.378
2221	0.077	0.153	0.329	0.116	0.417	0.0	0.0	0.0	0.0	0.334	0.407
2222	0.061	0.089	0.22	0.045	0.262	0.0	0.0	0.0	0.0	0.325	0.182
2223	0.073	0.18	0.259	0.118	0.38	0.0	0.0	0.0	0.0	0.368	0.237
2224	0.0	0.083	0.246	0.141	0.45	0.0	0.0	0.0	0.0	0.389	0.411
2225	0.087	0.156	0.353	0.155	0.542	0.0	0.0	0.0	0.0	0.29	0.89
2226	0.274	0.146	0.327	0.187	0.645	0.0	0.0	0.0	0.0	0.397	0.989
2227	0.839	0.315	0.462	0.265	0.606	0.0	0.0	0.0	0.0	0.241	1.0
2228	0.56	0.373	0.811	0.189	0.636	0.0	0.0	0.0	0.0	0.11	0.733
2229	0.995	0.628	0.847	0.226	0.844	0.0	0.0	0.0	0.0	0.436	0.812
2230	1.0	0.999	0.934	0.611	0.973	0.0	0.0	0.0	0.0	0.345	0.937
2231	0.999	0.999	0.936	0.767	0.893	0.0	0.0	0.0	0.0	0.088	1.0
2232	0.996	0.989	0.991	0.682	0.987	0.0	0.0	0.0	0.0	0.03	0.998
2233	1.0	0.999	0.954	0.635	1.0	0.0	0.0	0.0	0.0	0.001	0.857
2234	0.998	1.0	0.973	0.267	1.0	0.0	0.0	0.0	0.0	0.0	0.56
2235	1.0	0.999	0.973	0.68	1.0	0.0	0.0	0.0	0.0	0.048	0.207
2236	1.0	0.997	0.884	0.716	0.999	0.0	0.0	0.0	0.0	0.292	0.232
2237	1.0	0.999	0.837	0.097	0.999	0.0	0.0	0.0	0.0	0.923	0.167
2238	1.0	0.988	0.712	0.204	1.0	0.0	0.0	0.0	0.0	1.0	0.426
2239	1.0	0.999	0.986	0.449	1.0	0.0	0.0	0.0	0.0	0.999	1.0
2240	0.999	1.0	0.927	0.056	0.999	0.0	0.0	0.0	0.0	0.993	1.0
2241	0.999	1.0	1.0	0.954	0.997	0.0	0.0	0.0	0.0	0.988	1.0
2242	1.0	1.0	1.0	0.97	0.999	0.0	0.0	0.0	0.0	0.998	1.0
2243	1.0	1.0	1.0	0.459	1.0	0.0	0.0	0.0	0.0	1.0	0.995
2244	1.0	1.0	1.0	0.994	0.988	0.0	0.0	0.0	0.0	1.0	1.0
2245	1.0	1.0	1.0	0.998	0.995	0.0	0.0	0.0	0.0	1.0	0.989
2246	1.0	1.0	1.0	1.0	0.989	0.0	0.0	0.0	0.0	1.0	1.0
2247	0.999	0.999	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
2248	0.999	0.999	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.898
2249	1.0	0.999	0.997	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
2250	1.0	1.0	0.989	1.0	0.999	0.0	0.0	0.0	0.0	0.991	1.0
2251	1.0	1.0	1.0	1.0	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2252	1.0	1.0	1.0	0.999	1.0	0.0	0.0	0.0	0.0	0.999	1.0
2253	1.0	1.0	0.999	0.998	1.0	0.0	0.0	0.0	0.0	0.999	1.0
2254	0.999	1.0	1.0	0.989	1.0	0.0	0.0	0.0	0.0	1.0	1.0
2255	0.999	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.995
2256	0.998	0.999	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
2257	0.991	0.99	0.999	1.0	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2258	0.999	0.989	0.984	1.0	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2259	0.996	0.819	0.818	1.0	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2260	0.992	0.917	0.942	1.0	0.996	0.0	0.0	0.0	0.0	1.0	1.0
2261	0.974	0.965	0.885	1.0	0.998	0.0	0.0	0.0	0.0	1.0	1.0
2262	0.91	0.945	0.895	1.0	0.997	0.0	0.0	0.0	0.0	0.997	1.0
2263	0.737	0.987	0.986	0.999	0.997	0.0	0.0	0.0	0.0	0.76	1.0
2264	0.43	0.892	0.849	0.999	0.982	0.0	0.0	0.0	0.0	0.761	1.0
2265	0.326	0.836	0.925	0.999	0.923	0.0	0.0	0.0	0.0	0.683	1.0
2266	0.486	0.844	0.905	0.997	0.913	0.0	0.0	0.0	0.0	0.807	0.985
2267	0.722	0.922	0.928	0.997	0.78	0.0	0.0	0.0	0.0	0.919	0.967
2268	0.809	0.892	0.862	0.991	0.897	0.0	0.0	0.0	0.0	0.865	0.954
2269	0.737	0.95	0.899	0.995	0.962	0.0	0.0	0.0	0.0	0.871	0.946
2270	0.773	0.924	0.863	0.997	0.99	0.0	0.0	0.0	0.0	0.899	0.991
2271	0.753	0.892	0.867	0.997	0.989	0.0	0.0	0.0	0.0	0.989	0.996
2272	0.823	0.916	0.895	0.997	0.991	0.0	0.0	0.0	0.0	0.986	1.0
2273	0.651	0.867	0.794	0.995	0.977	0.0	0.0	0.0	0.0	0.983	1.0
2274	0.564	0.802	0.45	0.995	0.867	0.0	0.0	0.0	0.0	0.944	1.0
2275	0.505	0.835	0.573	0.958	0.466	0.0	0.0	0.0	0.0	0.693	1.0
2276	0.359	0.736	0.495	0.783	0.317	0.0	0.0	0.0	0.0	0.802	0.925
2277	0.173	0.493	0.311	0.639	0.261	0.0	0.0	0.0	0.0	0.657	0.792
2278	0.047	0.395	0.179	0.39	0.362	0.0	0.0	0.0	0.0	0.635	0.694
2279	0.004	0.19	0.092	0.827	0.346	0.0	0.0	0.0	0.0	0.493	0.285
2280	0.074	0.004	0.0	0.832	0.412	0.0	0.0	0.0	0.0	0.691	0.174
2281	0.237	0.059	0.008	0.91	0.715	0.0	0.0	0.0	0.0	0.322	0.135
2282	0.588	0.189	0.031	0.856	0.329	0.0	0.0	0.0	0.0	0.085	0.067
2283	0.703	0.277	0.056	0.818	0.565	0.0	0.0	0.0	0.0	0.0	0.01
2284	0.65	0.537	0.131	0.811	0.586	0.0	0.0	0.0	0.0	0.001	0.0
2285	0.329	0.41	0.149	0.739	0.597	0.0	0.0	0.0	0.0	0.0	0.001
2286	0.75	0.43	0.282	0.742	0.652	0.0	0.0	0.0	0.0	0.0	0.001
2287	0.467	0.714	0.317	0.71	0.808	0.0	0.0	0.0	0.0	0.05	0.005
2288	0.666	0.637	0.495	0.5	0.961	0.0	0.0	0.0	0.0	0.367	0.082
2289	0.97	0.402	0.426	0.452	0.934	0.0	0.0	0.0	0.0	0.104	0.112
2290	0.994	0.85	0.467	0.44	0.926	0.0	0.0	0.0	0.0	0.557	0.193
2291	0.981	0.974	0.899	0.438	0.721	0.0	0.0	0.0	0.0	0.988	0.714
2292	0.973	0.954	0.945	0.318	0.239	0.0	0.0	0.0	0.0	1.0	0.636
2293	0.998	0.977	0.957	0.38	0.197	0.0	0.0	0.0	0.0	1.0	0.76
2294	0.993	0.995	0.854	0.31	0.618	0.0	0.0	0.0	0.0	1.0	0.974
2295	0.999	0.998	0.845	0.199	0.841	0.0	0.0	0.0	0.0	1.0	1.0
2296	1.0	0.999	0.964	0.092	0.985	0.0	0.0	0.0	0.0	1.0	1.0
2297	0.999	0.998	0.979	0.094	0.996	0.0	0.0	0.0	0.0	1.0	0.999
2298	1.0	1.0	0.999	0.071	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2299	1.0	1.0	0.999	0.082	0.98	0.0	0.0	0.0	0.0	1.0	1.0
2300	1.0	1.0	0.999	0.691	0.967	0.0	0.0	0.0	0.0	0.999	1.0
2301	0.997	0.998	0.995	0.786	0.961	0.0	0.0	0.0	0.0	1.0	1.0
2302	0.996	0.996	0.963	0.853	0.96	0.0	0.0	0.0	0.0	1.0	0.999
2303	0.893	0.89	0.967	0.618	0.956	0.0	0.0	0.0	0.0	1.0	1.0
2304	0.926	0.823	0.941	0.96	0.982	0.0	0.0	0.0	0.0	1.0	1.0
2305	0.831	0.779	0.961	0.964	0.988	0.0	0.0	0.0	0.0	0.865	0.477
2306	0.769	0.865	0.96	0.997	0.991	0.0	0.0	0.0	0.0	0.993	0.485
2307	0.691	0.858	0.925	0.998	0.997	0.0	0.0	0.0	0.0	1.0	0.903
2308	0.971	0.889	0.953	0.998	0.999	0.0	0.0	0.0	0.0	0.987	0.682
2309	0.997	0.989	0.925	0.994	0.999	0.0	0.0	0.0	0.0	0.793	0.9
2310	0.993	0.926	0.769	0.987	0.999	0.0	0.0	0.0	0.0	0.938	0.758
2311	0.918	0.855	0.806	0.964	0.998	0.0	0.0	0.0	0.0	0.981	0.685
2312	0.658	0.734	0.66	0.997	0.997	0.0	0.0	0.0	0.0	0.803	0.574
2313	0.573	0.644	0.666	0.996	0.996	0.0	0.0	0.0	0.0	0.867	0.741
2314	0.419	0.604	0.528	0.998	0.983	0.0	0.0	0.0	0.0	0.484	0.618
2315	0.309	0.434	0.461	0.982	0.937	0.0	0.0	0.0	0.0	0.35	0.306
2316	0.161	0.26	0.242	0.985	0.938	0.0	0.0	0.0	0.0	0.317	0.213
2317	0.163	0.241	0.204	0.978	0.93	0.0	0.0	0.0	0.0	0.169	0.21
2318	0.205	0.282	0.281	0.914	0.87	0.0	0.0	0.0	0.0	0.042	0.131
2319	0.154	0.184	0.196	0.973	0.803	0.0	0.0	0.0	0.0	0.0	0.046
2320	0.147	0.168	0.137	0.903	0.727	0.0	0.0	0.0	0.0	0.001	0.0
2321	0.3	0.355	0.144	0.822	0.828	0.0	0.0	0.0	0.0	0.0	0.058
2322	0.3	0.433	0.19	0.811	0.89	0.0	0.0	0.0	0.0	0.019	0.083
2323	0.197	0.357	0.215	0.804	0.827	0.0	0.0	0.0	0.0	0.03	0.13
2324	0.181	0.4	0.305	0.308	0.902	0.0	0.0	0.0	0.0	0.032	0.129
2325	0.148	0.403	0.256	0.411	0.954	0.0	0.0	0.0	0.0	0.0	0.12
2326	0.195	0.398	0.358	0.548	0.93	0.0	0.0	0.0	0.0	0.0	0.458
2327	0.18	0.301	0.271	0.529	0.733	0.0	0.0	0.0	0.0	0.009	0.752
2328	0.245	0.266	0.26	0.208	0.543	0.0	0.0	0.0	0.0	0.614	0.668
2329	0.212	0.231	0.203	0.12	0.228	0.0	0.0	0.0	0.0	0.735	0.518
2330	0.177	0.138	0.133	0.009	0.115	0.0	0.0	0.0	0.0	0.867	0.497
2331	0.197	0.006	0.091	0.0	0.269	0.0	0.0	0.0	0.0	0.989	0.759
2332	0.195	0.074	0.129	0.0	0.237	0.0	0.0	0.0	0.0	1.0	0.918
2333	0.152	0.117	0.098	0.003	0.167	0.0	0.0	0.0	0.0	1.0	0.818
2334	0.093	0.011	0.028	0.036	0.183	0.0	0.0	0.0	0.0	0.98	0.837
2335	0.132	0.011	0.054	0.028	0.156	0.0	0.0	0.0	0.0	0.937	0.812
2336	0.271	0.143	0.205	0.001	0.074	0.0	0.0	0.0	0.0	0.876	0.835
2337	0.15	0.19	0.187	0.0	0.02	0.0	0.0	0.0	0.0	0.792	0.361
2338	0.185	0.145	0.253	0.002	0.042	0.0	0.0	0.0	0.0	0.485	0.909
2339	0.221	0.282	0.215	0.027	0.093	0.0	0.0	0.0	0.0	0.295	0.902
2340	0.185	0.3	0.382	0.045	0.108	0.0	0.0	0.0	0.0	0.12	0.957
2341	0.346	0.368	0.27	0.121	0.284	0.0	0.0	0.0	0.0	0.022	0.814
2342	0.391	0.457	0.31	0.116	0.625	0.0	0.0	0.0	0.0	0.227	0.577
2343	0.427	0.436	0.342	0.149	0.554	0.0	0.0	0.0	0.0	0.262	0.196
2344	0.586	0.778	0.575	0.481	0.54	0.0	0.0	0.0	0.0	0.248	0.015
2345	0.521	0.717	0.723	0.861	0.141	0.0	0.0	0.0	0.0	0.68	0.034
2346	0.462	0.762	0.714	0.225	0.307	0.0	0.0	0.0	0.0	0.911	0.098
2347	0.36	0.631	0.782	0.334	0.271	0.0	0.0	0.0	0.0	0.92	0.979
2348	0.142	0.382	0.521	0.93	0.317	0.0	0.0	0.0	0.0	0.884	0.995
2349	0.313	0.431	0.516	0.935	0.618	0.0	0.0	0.0	0.0	0.761	0.998
2350	0.316	0.496	0.357	0.81	0.52	0.0	0.0	0.0	0.0	0.744	0.993
2351	0.286	0.569	0.282	0.802	0.662	0.0	0.0	0.0	0.0	0.7	1.0
2352	0.177	0.51	0.262	0.849	0.615	0.0	0.0	0.0	0.0	0.852	1.0
2353	0.158	0.253	0.167	0.825	0.589	0.0	0.0	0.0	0.0	0.857	0.984
2354	0.091	0.096	0.172	0.71	0.35	0.0	0.0	0.0	0.0	0.678	0.918
2355	0.013	0.014	0.22	0.484	0.262	0.0	0.0	0.0	0.0	0.505	0.911
2356	0.0	0.0	0.035	0.439	0.208	0.0	0.0	0.0	0.0	0.253	0.84
2357	0.0	0.0	0.021	0.46	0.196	0.0	0.0	0.0	0.0	0.181	0.622
2358	0.0	0.0	0.032	0.262	0.174	0.0	0.0	0.0	0.0	0.137	0.424
2359	0.0	0.0	0.0	0.143	0.2	0.0	0.0	0.0	0.0	0.095	0.436
2360	0.005	0.0	0.0	0.048	0.067	0.0	0.0	0.0	0.0	0.05	0.476
2361	0.032	0.0	0.0	0.026	0.009	0.0	0.0	0.0	0.0	0.015	0.553
2362	0.002	0.001	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.452
2363	0.0	0.0	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.346
2364	0.0	0.0	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.422
2365	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.418
2366	0.0	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.408
2367	0.058	0.0	0.0	0.072	0.007	0.0	0.0	0.0	0.0	0.005	0.376
2368	0.02	0.0	0.0	0.054	0.001	0.0	0.0	0.0	0.0	0.067	0.323
2369	0.0	0.0	0.0	0.035	0.002	0.0	0.0	0.0	0.0	0.133	0.339
2370	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.234	0.436
2371	0.042	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.195	0.391
2372	0.018	0.0	0.022	0.001	0.027	0.0	0.0	0.0	0.0	0.166	0.275
2373	0.0	0.025	0.024	0.0	0.048	0.0	0.0	0.0	0.0	0.187	0.187
2374	0.003	0.084	0.122	0.002	0.015	0.0	0.0	0.0	0.0	0.134	0.138
2375	0.0	0.033	0.005	0.0	0.01	0.0	0.0	0.0	0.0	0.08	0.105
2376	0.001	0.028	0.009	0.019	0.0	0.0	0.0	0.0	0.0	0.082	0.069
2377	0.007	0.012	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.042	0.04
2378	0.024	0.0	0.001	0.045	0.0	0.0	0.0	0.0	0.0	0.014	0.012
2379	0.062	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.008	0.0
2380	0.136	0.053	0.001	0.031	0.002	0.0	0.0	0.0	0.0	0.047	0.0
2381	0.156	0.106	0.021	0.01	0.009	0.0	0.0	0.0	0.0	0.017	0.002
2382	0.089	0.023	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.008	0.003
2383	0.085	0.05	0.014	0.0	0.017	0.0	0.0	0.0	0.0	0.035	0.0
2384	0.127	0.095	0.011	0.003	0.062	0.0	0.0	0.0	0.0	0.039	0.024
2385	0.059	0.077	0.01	0.0	0.092	0.0	0.0	0.0	0.0	0.018	0.004
2386	0.03	0.063	0.035	0.0	0.111	0.0	0.0	0.0	0.0	0.005	0.0
2387	0.063	0.04	0.039	0.009	0.065	0.0	0.0	0.0	0.0	0.0	0.0
2388	0.085	0.072	0.077	0.034	0.108	0.0	0.0	0.0	0.0	0.063	0.0
2389	0.085	0.143	0.09	0.069	0.098	0.0	0.0	0.0	0.0	0.012	0.001
2390	0.096	0.188	0.178	0.147	0.132	0.0	0.0	0.0	0.0	0.04	0.0
2391	0.133	0.2	0.193	0.244	0.283	0.0	0.0	0.0	0.0	0.006	0.0
2392	0.151	0.23	0.114	0.508	0.297	0.0	0.0	0.0	0.0	0.0	0.0
2393	0.137	0.194	0.179	0.246	0.347	0.0	0.0	0.0	0.0	0.005	0.007
2394	0.135	0.182	0.114	0.298	0.262	0.0	0.0	0.0	0.0	0.009	0.067
2395	0.159	0.213	0.157	0.054	0.293	0.0	0.0	0.0	0.0	0.0	0.0
2396	0.127	0.114	0.079	0.036	0.44	0.0	0.0	0.0	0.0	0.0	0.0
2397	0.229	0.135	0.1	0.079	0.456	0.0	0.0	0.0	0.0	0.019	0.0
2398	0.312	0.102	0.064	0.273	0.462	0.0	0.0	0.0	0.0	0.432	0.007
2399	0.33	0.156	0.049	0.35	0.436	0.0	0.0	0.0	0.0	0.411	0.122
2400	0.294	0.275	0.01	0.429	0.328	0.0	0.0	0.0	0.0	0.324	0.151
2401	0.337	0.211	0.024	0.557	0.359	0.0	0.0	0.0	0.0	0.188	0.085
2402	0.295	0.265	0.096	0.616	0.399	0.0	0.0	0.0	0.0	0.176	0.087
2403	0.237	0.226	0.03	0.635	0.425	0.0	0.0	0.0	0.0	0.09	0.038
2404	0.183	0.274	0.037	0.653	0.43	0.0	0.0	0.0	0.0	0.101	0.023
2405	0.258	0.287	0.074	0.504	0.406	0.0	0.0	0.0	0.0	0.082	0.015
2406	0.433	0.204	0.051	0.362	0.452	0.0	0.0	0.0	0.0	0.074	0.0
2407	0.657	0.309	0.051	0.224	0.574	0.0	0.0	0.0	0.0	0.035	0.0
2408	0.503	0.446	0.143	0.18	0.526	0.0	0.0	0.0	0.0	0.001	0.0
2409	0.281	0.327	0.17	0.09	0.439	0.0	0.0	0.0	0.0	0.0	0.0
2410	0.372	0.25	0.163	0.112	0.283	0.0	0.0	0.0	0.0	0.001	0.0
2411	0.497	0.346	0.15	0.152	0.233	0.0	0.0	0.0	0.0	0.0	0.001
2412	0.56	0.384	0.304	0.237	0.349	0.0	0.0	0.0	0.0	0.0	0.001
2413	0.617	0.549	0.282	0.213	0.306	0.0	0.0	0.0	0.0	0.001	0.0
2414	0.83	0.684	0.324	0.5	0.338	0.0	0.0	0.0	0.0	0.0	0.001
2415	0.737	0.467	0.399	0.498	0.134	0.0	0.0	0.0	0.0	0.042	0.005
2416	0.897	0.518	0.211	0.476	0.075	0.0	0.0	0.0	0.0	0.072	0.051
2417	0.885	0.697	0.251	0.606	0.034	0.0	0.0	0.0	0.0	0.183	0.084
2418	0.762	0.518	0.179	0.457	0.099	0.0	0.0	0.0	0.0	0.252	0.1
2419	0.668	0.417	0.168	0.398	0.318	0.0	0.0	0.0	0.0	0.291	0.107
2420	0.644	0.708	0.2	0.731	0.164	0.0	0.0	0.0	0.0	0.304	0.111
2421	0.642	0.691	0.218	0.693	0.108	0.0	0.0	0.0	0.0	0.472	0.131
2422	0.653	0.682	0.658	0.83	0.163	0.0	0.0	0.0	0.0	0.67	0.156
2423	0.606	0.608	0.325	0.573	0.351	0.0	0.0	0.0	0.0	0.762	0.199
2424	0.233	0.38	0.187	0.601	0.377	0.0	0.0	0.0	0.0	0.81	0.243
2425	0.091	0.263	0.032	0.391	0.156	0.0	0.0	0.0	0.0	0.805	0.308
2426	0.203	0.153	0.015	0.169	0.1	0.0	0.0	0.0	0.0	0.824	0.387
2427	0.282	0.099	0.001	0.098	0.095	0.0	0.0	0.0	0.0	0.734	0.564
2428	0.213	0.06	0.0	0.131	0.074	0.0	0.0	0.0	0.0	0.626	0.607
2429	0.408	0.096	0.0	0.072	0.002	0.0	0.0	0.0	0.0	0.486	0.646
2430	0.587	0.489	0.049	0.062	0.053	0.0	0.0	0.0	0.0	0.262	0.648
2431	0.889	0.848	0.092	0.033	0.032	0.0	0.0	0.0	0.0	0.111	0.777
2432	0.781	0.512	0.152	0.105	0.127	0.0	0.0	0.0	0.0	0.189	0.755
2433	0.947	0.604	0.115	0.026	0.314	0.0	0.0	0.0	0.0	0.244	0.463
2434	0.753	0.617	0.118	0.045	0.355	0.0	0.0	0.0	0.0	0.491	0.279
2435	0.795	0.544	0.396	0.048	0.541	0.0	0.0	0.0	0.0	0.618	0.074
2436	0.999	0.647	0.539	0.169	0.823	0.0	0.0	0.0	0.0	0.623	0.29
2437	0.999	0.961	0.667	0.284	0.926	0.0	0.0	0.0	0.0	0.784	0.42
2438	0.998	0.944	0.904	0.308	0.948	0.0	0.0	0.0	0.0	0.928	0.593
2439	0.99	0.832	0.936	0.51	0.957	0.0	0.0	0.0	0.0	1.0	0.863
2440	1.0	0.575	0.279	0.4	0.987	0.0	0.0	0.0	0.0	1.0	0.992
2441	0.999	0.746	0.197	0.659	0.999	0.0	0.0	0.0	0.0	1.0	0.99
2442	0.994	0.782	0.125	0.783	0.926	0.0	0.0	0.0	0.0	1.0	1.0
2443	0.981	0.999	0.406	0.925	0.99	0.0	0.0	0.0	0.0	1.0	1.0
2444	1.0	0.996	0.805	0.996	1.0	0.0	0.0	0.0	0.0	1.0	1.0
2445	1.0	1.0	0.781	0.99	0.999	0.0	0.0	0.0	0.0	0.995	1.0
2446	0.958	0.999	0.875	0.996	0.999	0.0	0.0	0.0	0.0	1.0	1.0
2447	0.712	0.879	0.961	0.632	0.98	0.0	0.0	0.0	0.0	0.528	1.0
2448	0.465	0.865	0.974	0.214	0.979	0.0	0.0	0.0	0.0	0.0	0.675
2449	0.243	0.753	0.941	0.565	0.961	0.0	0.0	0.0	0.0	0.0	0.0
2450	0.085	0.704	0.906	0.869	0.971	0.0	0.0	0.0	0.0	0.0	0.0
2451	0.036	0.612	0.55	0.868	0.739	0.0	0.0	0.0	0.0	0.308	0.0
2452	0.083	0.325	0.163	0.851	0.32	0.0	0.0	0.0	0.0	0.987	0.0
2453	0.0	0.123	0.033	0.588	0.125	0.0	0.0	0.0	0.0	1.0	1.0
2454	0.027	0.0	0.006	0.337	0.036	0.0	0.0	0.0	0.0	1.0	1.0
2455	0.0	0.023	0.0	0.189	0.072	0.0	0.0	0.0	0.0	1.0	1.0
2456	0.0	0.002	0.0	0.173	0.016	0.0	0.0	0.0	0.0	1.0	1.0
2457	0.0	0.01	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.89	1.0
2458	0.0	0.018	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.65	1.0
2459	0.075	0.015	0.001	0.029	0.0	0.0	0.0	0.0	0.0	0.305	0.922
2460	0.392	0.139	0.001	0.048	0.0	0.0	0.0	0.0	0.0	0.458	1.0
2461	0.225	0.254	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.706	0.999
2462	0.19	0.296	0.024	0.022	0.0	0.0	0.0	0.0	0.0	0.984	0.995
2463	0.115	0.263	0.011	0.01	0.009	0.0	0.0	0.0	0.0	1.0	1.0
2464	0.029	0.011	0.02	0.012	0.0	0.0	0.0	0.0	0.0	1.0	1.0
2465	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	1.0	1.0
2466	0.005	0.009	0.021	0.001	0.003	0.0	0.0	0.0	0.0	1.0	1.0
2467	0.021	0.014	0.073	0.101	0.125	0.0	0.0	0.0	0.0	1.0	1.0
2468	0.06	0.049	0.055	0.125	0.142	0.0	0.0	0.0	0.0	0.999	1.0
2469	0.125	0.093	0.12	0.004	0.192	0.0	0.0	0.0	0.0	1.0	1.0
2470	0.021	0.125	0.0	0.0	0.02	0.0	0.0	0.0	0.0	1.0	1.0
2471	0.0	0.058	0.0	0.052	0.014	0.0	0.0	0.0	0.0	1.0	1.0
2472	0.109	0.083	0.005	0.092	0.156	0.0	0.0	0.0	0.0	1.0	1.0
2473	0.049	0.101	0.0	0.081	0.16	0.0	0.0	0.0	0.0	0.999	1.0
2474	0.0	0.151	0.005	0.028	0.107	0.0	0.0	0.0	0.0	0.999	1.0
2475	0.056	0.163	0.028	0.113	0.178	0.0	0.0	0.0	0.0	0.999	1.0
2476	0.065	0.271	0.155	0.209	0.356	0.0	0.0	0.0	0.0	1.0	1.0
2477	0.079	0.492	0.221	0.723	0.356	0.0	0.0	0.0	0.0	1.0	0.999
2478	0.176	0.724	0.368	0.707	0.618	0.0	0.0	0.0	0.0	1.0	0.999
