param wind_avail : A	B	C	D	E	F	G	H	I	J	K :=
7076	0.046	0.02	0.0	0.025	0.408	0.0	0.0	0.0	0.0	0.462	0.383
7077	0.056	0.009	0.0	0.124	0.455	0.0	0.0	0.0	0.0	0.435	0.262
7078	0.11	0.02	0.0	0.182	0.475	0.0	0.0	0.0	0.0	0.371	0.144
7079	0.144	0.069	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.269	0.278
7080	0.169	0.121	0.01	0.046	0.308	0.0	0.0	0.0	0.0	0.286	0.262
7081	0.313	0.208	0.022	0.014	0.203	0.0	0.0	0.0	0.0	0.355	0.017
7082	0.299	0.196	0.017	0.049	0.198	0.0	0.0	0.0	0.0	0.224	0.077
7083	0.3	0.219	0.021	0.134	0.221	0.0	0.0	0.0	0.0	0.105	0.06
7084	0.379	0.297	0.032	0.102	0.19	0.0	0.0	0.0	0.0	0.047	0.028
7085	0.523	0.358	0.034	0.1	0.265	0.0	0.0	0.0	0.0	0.027	0.0
7086	0.776	0.48	0.033	0.125	0.236	0.0	0.0	0.0	0.0	0.034	0.001
7087	0.724	0.497	0.003	0.114	0.363	0.0	0.0	0.0	0.0	0.06	0.0
7088	0.829	0.542	0.03	0.272	0.303	0.0	0.0	0.0	0.0	0.067	0.0
7089	0.846	0.428	0.018	0.222	0.45	0.0	0.0	0.0	0.0	0.151	0.087
7090	0.243	0.323	0.019	0.137	0.304	0.0	0.0	0.0	0.0	0.241	0.095
7091	0.219	0.782	0.003	0.126	0.078	0.0	0.0	0.0	0.0	0.439	0.16
7092	0.495	0.147	0.151	0.188	0.007	0.0	0.0	0.0	0.0	0.543	0.26
7093	0.416	0.325	0.124	0.261	0.018	0.0	0.0	0.0	0.0	0.424	0.486
7094	0.251	0.535	0.21	0.16	0.023	0.0	0.0	0.0	0.0	0.373	0.564
7095	0.791	0.634	0.261	0.118	0.039	0.0	0.0	0.0	0.0	0.236	0.693
7096	0.825	0.615	0.687	0.077	0.105	0.0	0.0	0.0	0.0	0.316	0.839
7097	0.975	0.705	0.456	0.005	0.11	0.0	0.0	0.0	0.0	0.521	1.0
7098	0.916	0.742	0.619	0.011	0.199	0.0	0.0	0.0	0.0	0.588	0.949
7099	0.979	0.91	0.386	0.0	0.313	0.0	0.0	0.0	0.0	0.725	0.929
7100	0.969	0.907	0.86	0.025	0.221	0.0	0.0	0.0	0.0	1.0	0.896
7101	0.858	0.692	0.445	0.051	0.174	0.0	0.0	0.0	0.0	0.835	0.626
7102	0.835	0.708	0.275	0.046	0.172	0.0	0.0	0.0	0.0	1.0	0.852
7103	0.905	0.796	0.441	0.029	0.155	0.0	0.0	0.0	0.0	1.0	1.0
7104	0.766	0.642	0.519	0.031	0.087	0.0	0.0	0.0	0.0	0.994	0.291
7105	0.651	0.636	0.385	0.007	0.035	0.0	0.0	0.0	0.0	0.892	0.771
7106	0.692	0.554	0.576	0.03	0.055	0.0	0.0	0.0	0.0	0.791	0.614
7107	0.749	0.638	0.805	0.05	0.155	0.0	0.0	0.0	0.0	0.791	0.593
7108	0.757	0.62	0.85	0.045	0.154	0.0	0.0	0.0	0.0	0.912	0.712
7109	0.721	0.76	0.911	0.052	0.154	0.0	0.0	0.0	0.0	0.994	0.799
7110	0.689	0.803	0.831	0.061	0.314	0.0	0.0	0.0	0.0	1.0	0.847
7111	0.651	0.849	0.795	0.086	0.217	0.0	0.0	0.0	0.0	0.999	0.813
7112	0.499	0.721	0.709	0.134	0.167	0.0	0.0	0.0	0.0	0.992	0.746
7113	0.461	0.568	0.672	0.108	0.175	0.0	0.0	0.0	0.0	0.876	0.722
7114	0.397	0.428	0.575	0.09	0.192	0.0	0.0	0.0	0.0	0.732	0.679
7115	0.283	0.284	0.442	0.023	0.381	0.0	0.0	0.0	0.0	0.628	0.637
7116	0.24	0.274	0.417	0.03	0.437	0.0	0.0	0.0	0.0	0.642	0.754
7117	0.226	0.209	0.392	0.003	0.362	0.0	0.0	0.0	0.0	0.843	0.882
7118	0.137	0.265	0.42	0.003	0.378	0.0	0.0	0.0	0.0	0.945	0.946
7119	0.096	0.255	0.359	0.0	0.216	0.0	0.0	0.0	0.0	0.947	1.0
7120	0.103	0.346	0.392	0.0	0.391	0.0	0.0	0.0	0.0	0.966	0.995
7121	0.246	0.451	0.46	0.077	0.366	0.0	0.0	0.0	0.0	0.919	0.983
7122	0.184	0.388	0.37	0.154	0.339	0.0	0.0	0.0	0.0	0.921	0.969
7123	0.05	0.4	0.411	0.628	0.294	0.0	0.0	0.0	0.0	0.824	0.931
7124	0.12	0.344	0.417	0.484	0.457	0.0	0.0	0.0	0.0	0.734	1.0
7125	0.092	0.349	0.327	0.409	0.411	0.0	0.0	0.0	0.0	0.821	1.0
7126	0.113	0.343	0.495	0.446	0.318	0.0	0.0	0.0	0.0	0.849	1.0
7127	0.122	0.211	0.49	0.445	0.528	0.0	0.0	0.0	0.0	0.842	1.0
7128	0.053	0.15	0.314	0.458	0.552	0.0	0.0	0.0	0.0	0.687	0.996
7129	0.045	0.112	0.303	0.291	0.456	0.0	0.0	0.0	0.0	0.6	0.986
7130	0.077	0.104	0.244	0.363	0.393	0.0	0.0	0.0	0.0	0.518	0.967
7131	0.047	0.091	0.247	0.284	0.292	0.0	0.0	0.0	0.0	0.434	0.916
7132	0.106	0.085	0.271	0.283	0.302	0.0	0.0	0.0	0.0	0.261	0.782
7133	0.122	0.118	0.257	0.363	0.347	0.0	0.0	0.0	0.0	0.307	0.62
7134	0.094	0.152	0.166	0.433	0.319	0.0	0.0	0.0	0.0	0.344	0.634
7135	0.167	0.375	0.259	0.538	0.268	0.0	0.0	0.0	0.0	0.344	0.654
7136	0.09	0.185	0.191	0.634	0.226	0.0	0.0	0.0	0.0	0.268	0.613
7137	0.07	0.276	0.302	0.657	0.207	0.0	0.0	0.0	0.0	0.246	0.521
7138	0.078	0.198	0.271	0.644	0.234	0.0	0.0	0.0	0.0	0.202	0.405
7139	0.069	0.138	0.22	0.621	0.227	0.0	0.0	0.0	0.0	0.214	0.253
7140	0.069	0.158	0.247	0.542	0.24	0.0	0.0	0.0	0.0	0.407	0.209
7141	0.039	0.168	0.259	0.467	0.218	0.0	0.0	0.0	0.0	0.556	0.293
7142	0.013	0.116	0.24	0.539	0.199	0.0	0.0	0.0	0.0	0.422	0.395
7143	0.006	0.053	0.119	0.616	0.194	0.0	0.0	0.0	0.0	0.505	0.475
7144	0.006	0.046	0.1	0.513	0.323	0.0	0.0	0.0	0.0	0.488	0.671
7145	0.014	0.082	0.133	0.406	0.339	0.0	0.0	0.0	0.0	0.429	0.848
7146	0.0	0.041	0.058	0.317	0.239	0.0	0.0	0.0	0.0	0.475	0.942
7147	0.0	0.066	0.062	0.301	0.175	0.0	0.0	0.0	0.0	0.597	0.989
7148	0.0	0.032	0.019	0.384	0.236	0.0	0.0	0.0	0.0	0.828	0.984
7149	0.0	0.053	0.0	0.357	0.227	0.0	0.0	0.0	0.0	0.85	0.989
7150	0.0	0.002	0.002	0.333	0.248	0.0	0.0	0.0	0.0	0.755	1.0
7151	0.0	0.001	0.001	0.287	0.133	0.0	0.0	0.0	0.0	0.692	0.991
7152	0.0	0.0	0.0	0.252	0.091	0.0	0.0	0.0	0.0	0.563	0.884
7153	0.009	0.0	0.0	0.278	0.08	0.0	0.0	0.0	0.0	0.346	0.782
7154	0.076	0.0	0.0	0.175	0.083	0.0	0.0	0.0	0.0	0.342	0.738
7155	0.088	0.0	0.0	0.182	0.082	0.0	0.0	0.0	0.0	0.225	0.638
7156	0.116	0.021	0.0	0.125	0.065	0.0	0.0	0.0	0.0	0.222	0.527
7157	0.175	0.044	0.0	0.085	0.014	0.0	0.0	0.0	0.0	0.205	0.44
7158	0.175	0.05	0.0	0.038	0.023	0.0	0.0	0.0	0.0	0.144	0.356
7159	0.354	0.093	0.0	0.032	0.011	0.0	0.0	0.0	0.0	0.089	0.257
7160	0.46	0.173	0.006	0.038	0.0	0.0	0.0	0.0	0.0	0.041	0.184
7161	0.372	0.198	0.047	0.001	0.0	0.0	0.0	0.0	0.0	0.017	0.14
7162	0.304	0.187	0.064	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.084
7163	0.243	0.165	0.077	0.012	0.0	0.0	0.0	0.0	0.0	0.004	0.046
7164	0.25	0.176	0.059	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7165	0.218	0.151	0.045	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7166	0.354	0.26	0.112	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7167	0.388	0.323	0.142	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7168	0.336	0.299	0.161	0.02	0.001	0.0	0.0	0.0	0.0	0.001	0.001
7169	0.296	0.271	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0
7170	0.411	0.32	0.185	0.001	0.0	0.0	0.0	0.0	0.0	0.051	0.001
7171	0.675	0.456	0.309	0.0	0.01	0.0	0.0	0.0	0.0	0.138	0.0
7172	0.527	0.479	0.335	0.0	0.003	0.0	0.0	0.0	0.0	0.267	0.016
7173	0.709	0.588	0.365	0.029	0.002	0.0	0.0	0.0	0.0	0.417	0.052
7174	0.72	0.539	0.405	0.032	0.004	0.0	0.0	0.0	0.0	0.559	0.096
7175	0.541	0.471	0.45	0.159	0.042	0.0	0.0	0.0	0.0	0.707	0.251
7176	0.815	0.517	0.391	0.309	0.158	0.0	0.0	0.0	0.0	0.95	0.451
7177	0.891	0.683	0.347	0.417	0.471	0.0	0.0	0.0	0.0	1.0	0.809
7178	0.907	0.748	0.253	0.649	0.62	0.0	0.0	0.0	0.0	1.0	0.946
7179	0.621	0.757	0.227	0.67	0.614	0.0	0.0	0.0	0.0	1.0	0.961
7180	0.781	0.636	0.251	0.762	0.427	0.0	0.0	0.0	0.0	1.0	1.0
7181	0.453	0.751	0.256	0.696	0.508	0.0	0.0	0.0	0.0	1.0	1.0
7182	0.351	0.82	0.251	0.761	0.537	0.0	0.0	0.0	0.0	0.999	1.0
7183	0.375	0.867	0.411	0.732	0.499	0.0	0.0	0.0	0.0	1.0	1.0
7184	0.692	0.691	0.312	0.722	0.508	0.0	0.0	0.0	0.0	1.0	1.0
7185	0.465	0.652	0.262	0.529	0.316	0.0	0.0	0.0	0.0	1.0	1.0
7186	0.361	0.591	0.17	0.506	0.275	0.0	0.0	0.0	0.0	0.998	1.0
7187	0.347	0.656	0.191	0.464	0.309	0.0	0.0	0.0	0.0	1.0	0.99
7188	0.907	0.774	0.149	0.414	0.323	0.0	0.0	0.0	0.0	1.0	1.0
7189	0.428	0.9	0.315	0.594	0.236	0.0	0.0	0.0	0.0	1.0	1.0
7190	0.197	0.891	0.544	0.695	0.078	0.0	0.0	0.0	0.0	0.963	1.0
7191	0.104	0.864	0.629	0.764	0.34	0.0	0.0	0.0	0.0	0.739	1.0
7192	0.279	0.814	0.664	0.5	0.375	0.0	0.0	0.0	0.0	0.564	1.0
7193	0.28	0.815	0.394	0.645	0.391	0.0	0.0	0.0	0.0	0.803	0.852
7194	0.36	0.777	0.301	0.642	0.406	0.0	0.0	0.0	0.0	0.342	0.208
7195	0.272	0.615	0.238	0.713	0.19	0.0	0.0	0.0	0.0	0.909	0.347
7196	0.196	0.492	0.216	0.806	0.327	0.0	0.0	0.0	0.0	1.0	0.46
7197	0.138	0.289	0.159	0.918	0.31	0.0	0.0	0.0	0.0	0.988	0.828
7198	0.041	0.092	0.075	0.91	0.21	0.0	0.0	0.0	0.0	0.99	0.998
7199	0.039	0.09	0.047	0.801	0.206	0.0	0.0	0.0	0.0	0.835	0.983
7200	0.049	0.022	0.04	0.748	0.144	0.0	0.0	0.0	0.0	1.0	1.0
7201	0.094	0.031	0.041	0.606	0.085	0.0	0.0	0.0	0.0	1.0	1.0
7202	0.051	0.053	0.028	0.571	0.053	0.0	0.0	0.0	0.0	1.0	1.0
7203	0.017	0.05	0.037	0.47	0.015	0.0	0.0	0.0	0.0	1.0	1.0
7204	0.001	0.019	0.039	0.292	0.001	0.0	0.0	0.0	0.0	0.996	1.0
7205	0.0	0.013	0.047	0.284	0.0	0.0	0.0	0.0	0.0	0.937	1.0
7206	0.0	0.035	0.084	0.22	0.0	0.0	0.0	0.0	0.0	0.814	1.0
7207	0.0	0.069	0.111	0.203	0.036	0.0	0.0	0.0	0.0	0.532	1.0
7208	0.038	0.126	0.093	0.265	0.154	0.0	0.0	0.0	0.0	0.606	1.0
7209	0.126	0.205	0.039	0.144	0.111	0.0	0.0	0.0	0.0	0.63	0.992
7210	0.166	0.236	0.055	0.075	0.238	0.0	0.0	0.0	0.0	0.655	0.968
7211	0.139	0.387	0.067	0.009	0.216	0.0	0.0	0.0	0.0	0.684	0.86
7212	0.112	0.204	0.051	0.006	0.149	0.0	0.0	0.0	0.0	0.613	0.804
7213	0.21	0.237	0.092	0.004	0.166	0.0	0.0	0.0	0.0	0.542	0.774
7214	0.509	0.373	0.087	0.002	0.253	0.0	0.0	0.0	0.0	0.498	0.788
7215	0.553	0.343	0.105	0.018	0.13	0.0	0.0	0.0	0.0	0.336	0.798
7216	0.33	0.395	0.175	0.042	0.066	0.0	0.0	0.0	0.0	0.367	0.752
7217	0.307	0.374	0.21	0.061	0.217	0.0	0.0	0.0	0.0	0.468	0.769
7218	0.204	0.41	0.167	0.11	0.385	0.0	0.0	0.0	0.0	0.434	0.757
7219	0.13	0.221	0.123	0.031	0.366	0.0	0.0	0.0	0.0	0.364	0.838
7220	0.097	0.123	0.084	0.0	0.157	0.0	0.0	0.0	0.0	0.651	0.799
7221	0.064	0.086	0.091	0.0	0.122	0.0	0.0	0.0	0.0	0.45	0.746
7222	0.017	0.025	0.048	0.099	0.176	0.0	0.0	0.0	0.0	0.353	0.601
7223	0.006	0.019	0.053	0.097	0.213	0.0	0.0	0.0	0.0	0.381	0.295
7224	0.0	0.04	0.009	0.0	0.144	0.0	0.0	0.0	0.0	0.435	0.346
7225	0.0	0.0	0.016	0.0	0.073	0.0	0.0	0.0	0.0	0.655	0.512
7226	0.048	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.324	0.415
7227	0.062	0.025	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.835	0.304
7228	0.175	0.097	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.328	0.299
7229	0.341	0.1	0.063	0.006	0.051	0.0	0.0	0.0	0.0	1.0	0.097
7230	0.206	0.318	0.116	0.028	0.075	0.0	0.0	0.0	0.0	1.0	0.829
7231	0.195	0.267	0.375	0.0	0.152	0.0	0.0	0.0	0.0	1.0	0.863
7232	0.406	0.13	0.323	0.112	0.223	0.0	0.0	0.0	0.0	0.996	0.99
7233	0.519	0.098	0.239	0.151	0.252	0.0	0.0	0.0	0.0	0.967	1.0
7234	0.44	0.273	0.177	0.039	0.177	0.0	0.0	0.0	0.0	0.966	0.838
7235	0.816	0.523	0.124	0.033	0.132	0.0	0.0	0.0	0.0	0.97	0.979
7236	0.924	0.708	0.186	0.114	0.551	0.0	0.0	0.0	0.0	1.0	1.0
7237	0.927	0.725	0.277	0.243	0.388	0.0	0.0	0.0	0.0	0.976	1.0
7238	0.883	0.927	0.413	0.497	0.188	0.0	0.0	0.0	0.0	0.942	1.0
7239	0.959	0.961	0.563	0.597	0.262	0.0	0.0	0.0	0.0	0.974	0.997
7240	0.971	0.902	0.667	0.715	0.661	0.0	0.0	0.0	0.0	0.95	0.917
7241	0.882	0.829	0.578	0.524	0.462	0.0	0.0	0.0	0.0	0.869	0.955
7242	0.67	0.823	0.517	0.492	0.676	0.0	0.0	0.0	0.0	0.862	0.793
7243	0.57	0.693	0.368	0.291	0.899	0.0	0.0	0.0	0.0	0.905	0.726
7244	0.737	0.665	0.372	0.39	0.865	0.0	0.0	0.0	0.0	0.962	0.648
7245	0.768	0.633	0.425	0.245	0.448	0.0	0.0	0.0	0.0	0.982	0.417
7246	0.783	0.529	0.496	0.475	0.706	0.0	0.0	0.0	0.0	0.958	0.345
7247	0.757	0.432	0.382	0.537	0.406	0.0	0.0	0.0	0.0	0.893	0.523
7248	0.793	0.407	0.39	0.439	0.337	0.0	0.0	0.0	0.0	0.956	0.708
7249	0.36	0.531	0.35	0.587	0.228	0.0	0.0	0.0	0.0	0.993	0.708
7250	0.133	0.425	0.245	0.513	0.214	0.0	0.0	0.0	0.0	0.908	0.695
7251	0.048	0.389	0.164	0.483	0.176	0.0	0.0	0.0	0.0	0.89	0.778
7252	0.122	0.373	0.194	0.498	0.181	0.0	0.0	0.0	0.0	0.858	0.865
7253	0.187	0.409	0.24	0.457	0.147	0.0	0.0	0.0	0.0	0.815	0.883
7254	0.29	0.412	0.243	0.492	0.16	0.0	0.0	0.0	0.0	0.86	0.87
7255	0.326	0.555	0.184	0.538	0.17	0.0	0.0	0.0	0.0	0.888	0.896
7256	0.34	0.395	0.206	0.638	0.219	0.0	0.0	0.0	0.0	0.867	0.966
7257	0.319	0.379	0.164	0.598	0.145	0.0	0.0	0.0	0.0	0.882	0.958
7258	0.152	0.331	0.2	0.614	0.19	0.0	0.0	0.0	0.0	0.942	0.922
7259	0.088	0.279	0.253	0.663	0.213	0.0	0.0	0.0	0.0	0.874	0.82
7260	0.079	0.291	0.228	0.684	0.171	0.0	0.0	0.0	0.0	0.84	0.637
7261	0.053	0.276	0.183	0.515	0.075	0.0	0.0	0.0	0.0	0.81	0.567
7262	0.04	0.257	0.164	0.45	0.079	0.0	0.0	0.0	0.0	0.704	0.531
7263	0.013	0.209	0.135	0.541	0.204	0.0	0.0	0.0	0.0	0.61	0.492
7264	0.026	0.135	0.084	0.554	0.238	0.0	0.0	0.0	0.0	0.6	0.565
7265	0.027	0.114	0.063	0.368	0.288	0.0	0.0	0.0	0.0	0.545	0.563
7266	0.017	0.044	0.023	0.388	0.238	0.0	0.0	0.0	0.0	0.577	0.599
7267	0.147	0.01	0.0	0.474	0.226	0.0	0.0	0.0	0.0	0.693	0.598
7268	0.28	0.036	0.0	0.247	0.291	0.0	0.0	0.0	0.0	0.519	0.697
7269	0.693	0.096	0.0	0.322	0.306	0.0	0.0	0.0	0.0	0.351	0.639
7270	0.934	0.297	0.008	0.399	0.217	0.0	0.0	0.0	0.0	0.238	0.44
7271	0.961	0.458	0.01	0.394	0.077	0.0	0.0	0.0	0.0	0.127	0.219
7272	0.984	0.683	0.054	0.209	0.0	0.0	0.0	0.0	0.0	0.044	0.11
7273	0.997	0.836	0.143	0.225	0.033	0.0	0.0	0.0	0.0	0.011	0.079
7274	0.999	0.9	0.211	0.062	0.071	0.0	0.0	0.0	0.0	0.002	0.092
7275	0.996	0.878	0.214	0.007	0.084	0.0	0.0	0.0	0.0	0.0	0.127
7276	0.998	0.868	0.235	0.002	0.159	0.0	0.0	0.0	0.0	0.0	0.087
7277	0.993	0.931	0.344	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.031
7278	0.999	0.941	0.342	0.032	0.57	0.0	0.0	0.0	0.0	0.0	0.016
7279	0.991	0.953	0.297	0.061	0.937	0.0	0.0	0.0	0.0	0.0	0.0
7280	0.999	0.94	0.351	0.362	0.999	0.0	0.0	0.0	0.0	0.001	0.001
7281	0.997	0.96	0.362	0.308	1.0	0.0	0.0	0.0	0.0	0.0	0.001
7282	0.996	0.931	0.297	0.593	0.998	0.0	0.0	0.0	0.0	0.045	0.0
7283	0.997	0.943	0.354	0.346	0.999	0.0	0.0	0.0	0.0	0.158	0.024
7284	0.99	0.951	0.63	0.359	0.99	0.0	0.0	0.0	0.0	0.376	0.045
7285	0.959	0.954	0.573	0.728	0.956	0.0	0.0	0.0	0.0	0.707	0.096
7286	0.847	0.933	0.675	0.322	0.893	0.0	0.0	0.0	0.0	0.909	0.221
7287	0.489	0.727	0.419	0.538	0.869	0.0	0.0	0.0	0.0	0.977	0.452
7288	0.518	0.696	0.337	0.081	0.843	0.0	0.0	0.0	0.0	1.0	0.642
7289	0.307	0.412	0.131	0.069	0.96	0.0	0.0	0.0	0.0	1.0	0.759
7290	0.338	0.272	0.085	0.724	0.843	0.0	0.0	0.0	0.0	1.0	0.937
7291	0.166	0.235	0.098	0.545	0.809	0.0	0.0	0.0	0.0	1.0	0.98
7292	0.095	0.264	0.061	0.295	0.672	0.0	0.0	0.0	0.0	1.0	0.987
7293	0.16	0.161	0.056	0.172	0.283	0.0	0.0	0.0	0.0	1.0	1.0
7294	0.102	0.131	0.119	0.122	0.128	0.0	0.0	0.0	0.0	1.0	1.0
7295	0.067	0.038	0.023	0.347	0.148	0.0	0.0	0.0	0.0	0.973	1.0
7296	0.059	0.043	0.013	0.23	0.093	0.0	0.0	0.0	0.0	0.997	1.0
7297	0.023	0.031	0.006	0.24	0.185	0.0	0.0	0.0	0.0	0.893	1.0
7298	0.026	0.015	0.023	0.152	0.148	0.0	0.0	0.0	0.0	0.865	0.997
7299	0.025	0.035	0.018	0.216	0.09	0.0	0.0	0.0	0.0	0.793	0.868
7300	0.046	0.023	0.045	0.137	0.041	0.0	0.0	0.0	0.0	0.743	0.929
7301	0.004	0.039	0.045	0.025	0.008	0.0	0.0	0.0	0.0	0.698	0.936
7302	0.034	0.037	0.042	0.027	0.0	0.0	0.0	0.0	0.0	0.74	0.977
7303	0.109	0.117	0.253	0.057	0.0	0.0	0.0	0.0	0.0	0.815	0.998
7304	0.192	0.112	0.08	0.072	0.003	0.0	0.0	0.0	0.0	0.761	0.993
7305	0.211	0.071	0.032	0.101	0.005	0.0	0.0	0.0	0.0	0.755	0.935
7306	0.106	0.097	0.009	0.124	0.0	0.0	0.0	0.0	0.0	0.803	0.892
7307	0.081	0.11	0.038	0.007	0.021	0.0	0.0	0.0	0.0	0.616	0.937
7308	0.087	0.0	0.0	0.002	0.025	0.0	0.0	0.0	0.0	0.482	0.955
7309	0.114	0.091	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.369	0.989
7310	0.125	0.106	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.885	0.97
7311	0.31	0.167	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.964	0.997
7312	0.503	0.469	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.972	1.0
7313	0.153	0.604	0.062	0.0	0.001	0.0	0.0	0.0	0.0	0.997	1.0
7314	0.088	0.524	0.139	0.0	0.039	0.0	0.0	0.0	0.0	0.998	0.998
7315	0.031	0.402	0.196	0.0	0.195	0.0	0.0	0.0	0.0	1.0	0.987
7316	0.084	0.536	0.125	0.009	0.074	0.0	0.0	0.0	0.0	1.0	0.995
7317	0.0	0.396	0.155	0.075	0.051	0.0	0.0	0.0	0.0	1.0	1.0
7318	0.121	0.37	0.182	0.004	0.166	0.0	0.0	0.0	0.0	1.0	0.998
7319	0.244	0.224	0.138	0.16	0.172	0.0	0.0	0.0	0.0	1.0	1.0
7320	0.0	0.186	0.122	0.714	0.007	0.0	0.0	0.0	0.0	1.0	1.0
7321	0.025	0.177	0.012	0.844	0.012	0.0	0.0	0.0	0.0	1.0	1.0
7322	0.211	0.394	0.23	0.938	0.018	0.0	0.0	0.0	0.0	1.0	1.0
7323	0.741	0.605	0.318	0.873	0.0	0.0	0.0	0.0	0.0	1.0	1.0
7324	0.028	0.216	0.066	0.734	0.0	0.0	0.0	0.0	0.0	1.0	1.0
7325	0.104	0.886	0.968	0.77	0.54	0.0	0.0	0.0	0.0	1.0	1.0
7326	0.722	0.859	0.502	0.735	0.776	0.0	0.0	0.0	0.0	1.0	1.0
7327	0.193	0.623	0.475	0.34	0.289	0.0	0.0	0.0	0.0	0.999	1.0
7328	0.35	0.856	0.285	0.342	0.073	0.0	0.0	0.0	0.0	1.0	1.0
7329	0.833	0.709	0.42	0.587	0.535	0.0	0.0	0.0	0.0	0.999	1.0
7330	0.956	0.84	0.518	0.095	0.352	0.0	0.0	0.0	0.0	1.0	1.0
7331	0.908	0.92	0.858	0.14	0.311	0.0	0.0	0.0	0.0	1.0	1.0
7332	0.369	0.8	0.312	0.023	0.229	0.0	0.0	0.0	0.0	1.0	1.0
7333	0.215	0.664	0.268	0.0	0.157	0.0	0.0	0.0	0.0	1.0	1.0
7334	0.112	0.485	0.329	0.0	0.021	0.0	0.0	0.0	0.0	1.0	1.0
7335	0.061	0.468	0.333	0.0	0.26	0.0	0.0	0.0	0.0	1.0	1.0
7336	0.083	0.454	0.233	0.0	0.287	0.0	0.0	0.0	0.0	1.0	1.0
7337	0.08	0.491	0.242	0.0	0.154	0.0	0.0	0.0	0.0	1.0	1.0
7338	0.266	0.44	0.134	0.0	0.054	0.0	0.0	0.0	0.0	1.0	1.0
7339	0.027	0.135	0.179	0.0	0.013	0.0	0.0	0.0	0.0	1.0	1.0
7340	0.036	0.275	0.095	0.083	0.05	0.0	0.0	0.0	0.0	0.998	1.0
7341	0.025	0.238	0.029	0.04	0.024	0.0	0.0	0.0	0.0	1.0	1.0
7342	0.027	0.168	0.246	0.033	0.011	0.0	0.0	0.0	0.0	1.0	1.0
7343	0.119	0.073	0.081	0.002	0.003	0.0	0.0	0.0	0.0	1.0	1.0
7344	0.003	0.011	0.074	0.049	0.0	0.0	0.0	0.0	0.0	1.0	1.0
7345	0.028	0.0	0.105	0.0	0.011	0.0	0.0	0.0	0.0	1.0	1.0
7346	0.016	0.0	0.012	0.0	0.063	0.0	0.0	0.0	0.0	1.0	1.0
7347	0.059	0.002	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.995
7348	0.057	0.026	0.053	0.0	0.006	0.0	0.0	0.0	0.0	1.0	0.999
7349	0.052	0.08	0.109	0.0	0.022	0.0	0.0	0.0	0.0	1.0	0.999
7350	0.1	0.071	0.153	0.013	0.053	0.0	0.0	0.0	0.0	0.623	1.0
7351	0.272	0.187	0.381	0.081	0.056	0.0	0.0	0.0	0.0	1.0	0.992
7352	0.474	0.412	0.241	0.019	0.076	0.0	0.0	0.0	0.0	1.0	0.999
7353	0.281	0.499	0.559	0.022	0.15	0.0	0.0	0.0	0.0	0.997	1.0
7354	0.475	0.634	0.412	0.081	0.027	0.0	0.0	0.0	0.0	1.0	1.0
7355	0.927	0.772	0.45	0.307	0.182	0.0	0.0	0.0	0.0	1.0	1.0
7356	0.856	0.805	0.692	0.687	0.227	0.0	0.0	0.0	0.0	1.0	1.0
7357	0.713	0.939	0.488	0.796	0.965	0.0	0.0	0.0	0.0	1.0	1.0
7358	0.885	0.974	0.907	0.969	0.998	0.0	0.0	0.0	0.0	1.0	1.0
7359	0.946	0.953	0.924	0.998	0.999	0.0	0.0	0.0	0.0	1.0	1.0
7360	0.975	0.987	0.911	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
7361	0.982	0.99	0.875	0.999	1.0	0.0	0.0	0.0	0.0	1.0	1.0
7362	0.966	0.943	0.779	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
7363	0.939	0.949	0.569	1.0	1.0	0.0	0.0	0.0	0.0	0.996	1.0
7364	0.725	0.64	0.488	1.0	0.991	0.0	0.0	0.0	0.0	1.0	1.0
7365	0.574	0.716	0.281	1.0	0.919	0.0	0.0	0.0	0.0	1.0	1.0
7366	0.463	0.582	0.451	1.0	0.944	0.0	0.0	0.0	0.0	1.0	1.0
7367	0.324	0.34	0.285	1.0	0.919	0.0	0.0	0.0	0.0	0.995	1.0
7368	0.185	0.196	0.199	0.999	0.748	0.0	0.0	0.0	0.0	0.897	1.0
7369	0.094	0.074	0.15	0.994	0.715	0.0	0.0	0.0	0.0	0.837	1.0
7370	0.063	0.036	0.175	0.987	0.674	0.0	0.0	0.0	0.0	0.801	1.0
7371	0.008	0.077	0.162	0.977	0.725	0.0	0.0	0.0	0.0	0.712	0.986
7372	0.015	0.074	0.095	0.934	0.643	0.0	0.0	0.0	0.0	0.59	0.96
