param solar_avail : A	B	C	D	E	F	G	H	I	J	K :=
2099	0.098	0.062	0.07	0.498	0.24	0.126	0.033	0.128	0.128	0.128	0.128
2100	0.084	0.171	0.19	0.543	0.306	0.397	0.096	0.092	0.092	0.092	0.092
2101	0.097	0.167	0.091	0.309	0.329	0.147	0.044	0.113	0.113	0.113	0.113
2102	0.095	0.117	0.091	0.208	0.345	0.352	0.07	0.103	0.103	0.103	0.103
2103	0.047	0.042	0.168	0.309	0.266	0.402	0.112	0.16	0.16	0.16	0.16
2104	0.049	0.035	0.072	0.372	0.326	0.234	0.057	0.177	0.177	0.177	0.177
2105	0.072	0.048	0.045	0.146	0.271	0.16	0.073	0.062	0.062	0.062	0.062
2106	0.019	0.034	0.013	0.045	0.072	0.025	0.036	0.016	0.016	0.016	0.016
2107	0.008	0.005	0.005	0.006	0.009	0.002	0.005	0.003	0.003	0.003	0.003
2108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2119	0.0	0.0	0.0	0.016	0.003	0.002	0.002	0.002	0.002	0.002	0.002
2120	0.023	0.038	0.023	0.093	0.045	0.016	0.013	0.034	0.034	0.034	0.034
2121	0.03	0.056	0.015	0.243	0.234	0.036	0.094	0.084	0.084	0.084	0.084
2122	0.034	0.045	0.11	0.346	0.435	0.044	0.135	0.107	0.107	0.107	0.107
2123	0.062	0.085	0.089	0.358	0.574	0.095	0.044	0.294	0.294	0.294	0.294
2124	0.073	0.051	0.067	0.322	0.491	0.091	0.112	0.164	0.164	0.164	0.164
2125	0.214	0.11	0.045	0.659	0.26	0.186	0.164	0.246	0.246	0.246	0.246
2126	0.219	0.287	0.111	0.612	0.379	0.292	0.235	0.505	0.505	0.505	0.505
2127	0.243	0.317	0.276	0.399	0.487	0.14	0.264	0.357	0.357	0.357	0.357
2128	0.391	0.399	0.228	0.334	0.46	0.067	0.03	0.056	0.056	0.056	0.056
2129	0.228	0.28	0.325	0.25	0.308	0.026	0.057	0.019	0.019	0.019	0.019
2130	0.082	0.084	0.091	0.082	0.097	0.055	0.032	0.017	0.017	0.017	0.017
2131	0.077	0.019	0.031	0.01	0.019	0.006	0.005	0.004	0.004	0.004	0.004
2132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2143	0.004	0.005	0.008	0.02	0.019	0.033	0.031	0.029	0.029	0.029	0.029
2144	0.14	0.153	0.163	0.202	0.185	0.211	0.213	0.209	0.209	0.209	0.209
2145	0.351	0.363	0.374	0.403	0.39	0.415	0.424	0.421	0.421	0.421	0.421
2146	0.544	0.564	0.574	0.588	0.581	0.597	0.614	0.613	0.613	0.613	0.613
2147	0.717	0.729	0.735	0.72	0.734	0.74	0.761	0.762	0.762	0.762	0.762
2148	0.726	0.839	0.839	0.803	0.831	0.829	0.851	0.855	0.855	0.855	0.855
2149	0.739	0.76	0.881	0.774	0.868	0.858	0.88	0.883	0.883	0.883	0.883
2150	0.714	0.741	0.763	0.775	0.843	0.82	0.834	0.841	0.841	0.841	0.841
2151	0.508	0.609	0.657	0.723	0.706	0.727	0.742	0.748	0.748	0.748	0.748
2152	0.32	0.377	0.429	0.517	0.477	0.581	0.593	0.599	0.599	0.599	0.599
2153	0.129	0.174	0.214	0.261	0.288	0.367	0.401	0.396	0.396	0.396	0.396
2154	0.025	0.048	0.085	0.062	0.114	0.134	0.152	0.198	0.198	0.198	0.198
2155	0.026	0.025	0.022	0.015	0.017	0.015	0.026	0.027	0.027	0.027	0.027
2156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2167	0.0	0.002	0.002	0.01	0.008	0.008	0.005	0.006	0.006	0.006	0.006
2168	0.072	0.082	0.037	0.057	0.103	0.032	0.057	0.06	0.06	0.06	0.06
2169	0.154	0.202	0.074	0.102	0.262	0.069	0.136	0.157	0.157	0.157	0.157
2170	0.264	0.352	0.307	0.383	0.592	0.124	0.27	0.241	0.241	0.241	0.241
2171	0.515	0.416	0.455	0.539	0.745	0.475	0.273	0.33	0.33	0.33	0.33
2172	0.764	0.559	0.611	0.653	0.776	0.788	0.348	0.297	0.297	0.297	0.297
2173	0.826	0.706	0.651	0.814	0.746	0.854	0.328	0.581	0.581	0.581	0.581
2174	0.854	0.877	0.65	0.76	0.54	0.824	0.41	0.466	0.466	0.466	0.466
2175	0.786	0.808	0.77	0.584	0.543	0.735	0.57	0.393	0.393	0.393	0.393
2176	0.649	0.662	0.633	0.513	0.424	0.588	0.529	0.379	0.379	0.379	0.379
2177	0.439	0.46	0.449	0.307	0.221	0.399	0.296	0.265	0.265	0.265	0.265
2178	0.178	0.224	0.201	0.125	0.135	0.195	0.153	0.126	0.126	0.126	0.126
2179	0.045	0.045	0.036	0.022	0.046	0.027	0.025	0.019	0.019	0.019	0.019
2180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2191	0.005	0.008	0.011	0.031	0.022	0.011	0.01	0.007	0.007	0.007	0.007
2192	0.143	0.154	0.159	0.207	0.19	0.057	0.042	0.033	0.033	0.033	0.033
2193	0.348	0.355	0.36	0.41	0.395	0.07	0.031	0.033	0.033	0.033	0.033
2194	0.496	0.547	0.551	0.598	0.588	0.519	0.13	0.129	0.129	0.129	0.129
2195	0.616	0.71	0.709	0.743	0.743	0.741	0.216	0.159	0.159	0.159	0.159
2196	0.743	0.824	0.816	0.833	0.843	0.7	0.43	0.207	0.207	0.207	0.207
2197	0.9	0.877	0.863	0.863	0.804	0.716	0.516	0.478	0.478	0.478	0.478
2198	0.846	0.865	0.846	0.828	0.854	0.761	0.553	0.25	0.25	0.25	0.25
2199	0.729	0.726	0.768	0.725	0.767	0.751	0.496	0.31	0.31	0.31	0.31
2200	0.568	0.529	0.53	0.546	0.626	0.6	0.548	0.334	0.334	0.334	0.334
2201	0.394	0.297	0.322	0.392	0.441	0.411	0.384	0.305	0.305	0.305	0.305
2202	0.23	0.188	0.157	0.205	0.234	0.206	0.166	0.185	0.185	0.185	0.185
2203	0.049	0.045	0.04	0.036	0.046	0.024	0.024	0.019	0.019	0.019	0.019
2204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2215	0.002	0.002	0.003	0.017	0.01	0.013	0.033	0.01	0.01	0.01	0.01
2216	0.043	0.02	0.032	0.102	0.1	0.105	0.079	0.07	0.07	0.07	0.07
2217	0.04	0.021	0.036	0.25	0.199	0.312	0.143	0.053	0.053	0.053	0.053
2218	0.074	0.054	0.043	0.203	0.231	0.319	0.238	0.113	0.113	0.113	0.113
2219	0.108	0.065	0.063	0.442	0.205	0.342	0.278	0.056	0.056	0.056	0.056
2220	0.193	0.109	0.048	0.35	0.116	0.346	0.511	0.019	0.019	0.019	0.019
2221	0.096	0.056	0.033	0.557	0.146	0.301	0.499	0.055	0.055	0.055	0.055
2222	0.109	0.063	0.058	0.422	0.098	0.435	0.455	0.032	0.032	0.032	0.032
2223	0.047	0.114	0.066	0.177	0.12	0.37	0.406	0.067	0.067	0.067	0.067
2224	0.112	0.058	0.115	0.115	0.055	0.396	0.194	0.033	0.033	0.033	0.033
2225	0.073	0.026	0.034	0.047	0.052	0.141	0.116	0.036	0.036	0.036	0.036
2226	0.071	0.038	0.041	0.031	0.082	0.054	0.043	0.034	0.034	0.034	0.034
2227	0.035	0.017	0.008	0.006	0.018	0.006	0.004	0.005	0.005	0.005	0.005
2228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2239	0.002	0.002	0.002	0.004	0.009	0.004	0.026	0.018	0.018	0.018	0.018
2240	0.112	0.038	0.019	0.024	0.023	0.024	0.012	0.003	0.003	0.003	0.003
2241	0.041	0.015	0.194	0.116	0.012	0.095	0.065	0.04	0.04	0.04	0.04
2242	0.086	0.088	0.039	0.15	0.115	0.133	0.199	0.159	0.159	0.159	0.159
2243	0.174	0.307	0.591	0.221	0.371	0.14	0.128	0.373	0.373	0.373	0.373
2244	0.15	0.307	0.566	0.304	0.263	0.25	0.225	0.332	0.332	0.332	0.332
2245	0.114	0.254	0.3	0.244	0.841	0.149	0.241	0.061	0.061	0.061	0.061
2246	0.132	0.234	0.497	0.429	0.742	0.181	0.223	0.091	0.091	0.091	0.091
2247	0.11	0.187	0.45	0.5	0.153	0.231	0.21	0.088	0.088	0.088	0.088
2248	0.14	0.095	0.248	0.324	0.139	0.312	0.311	0.188	0.188	0.188	0.188
2249	0.137	0.072	0.14	0.21	0.078	0.187	0.252	0.234	0.234	0.234	0.234
2250	0.057	0.068	0.077	0.075	0.049	0.172	0.209	0.211	0.211	0.211	0.211
2251	0.026	0.025	0.034	0.01	0.019	0.024	0.034	0.035	0.035	0.035	0.035
2252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2263	0.005	0.013	0.009	0.055	0.038	0.05	0.034	0.042	0.042	0.042	0.042
2264	0.099	0.172	0.159	0.244	0.218	0.231	0.231	0.222	0.222	0.222	0.222
2265	0.228	0.151	0.292	0.453	0.43	0.309	0.437	0.432	0.432	0.432	0.432
2266	0.323	0.374	0.296	0.644	0.626	0.371	0.628	0.625	0.625	0.625	0.625
2267	0.368	0.412	0.462	0.733	0.782	0.632	0.765	0.745	0.745	0.745	0.745
2268	0.45	0.408	0.505	0.866	0.87	0.56	0.765	0.728	0.728	0.728	0.728
2269	0.521	0.482	0.675	0.883	0.84	0.571	0.774	0.635	0.635	0.635	0.635
2270	0.484	0.415	0.612	0.851	0.73	0.534	0.855	0.596	0.596	0.596	0.596
2271	0.374	0.571	0.601	0.777	0.788	0.361	0.744	0.44	0.44	0.44	0.44
2272	0.471	0.479	0.491	0.572	0.638	0.398	0.581	0.382	0.382	0.382	0.382
2273	0.34	0.319	0.373	0.367	0.423	0.197	0.412	0.32	0.32	0.32	0.32
2274	0.173	0.201	0.161	0.231	0.248	0.162	0.211	0.189	0.189	0.189	0.189
2275	0.068	0.049	0.061	0.049	0.059	0.027	0.035	0.035	0.035	0.035	0.035
2276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2287	0.004	0.007	0.008	0.042	0.019	0.043	0.02	0.008	0.008	0.008	0.008
2288	0.057	0.055	0.049	0.229	0.162	0.184	0.067	0.015	0.015	0.015	0.015
2289	0.285	0.29	0.064	0.421	0.281	0.244	0.119	0.031	0.031	0.031	0.031
2290	0.291	0.42	0.103	0.579	0.339	0.336	0.181	0.166	0.166	0.166	0.166
2291	0.409	0.434	0.2	0.695	0.513	0.372	0.199	0.276	0.276	0.276	0.276
2292	0.59	0.455	0.293	0.5	0.609	0.308	0.216	0.332	0.332	0.332	0.332
2293	0.567	0.537	0.28	0.524	0.76	0.226	0.307	0.342	0.342	0.342	0.342
2294	0.539	0.328	0.198	0.553	0.695	0.323	0.301	0.475	0.475	0.475	0.475
2295	0.422	0.533	0.374	0.438	0.556	0.384	0.328	0.48	0.48	0.48	0.48
2296	0.203	0.467	0.425	0.411	0.268	0.395	0.536	0.32	0.32	0.32	0.32
2297	0.207	0.327	0.238	0.328	0.204	0.331	0.309	0.377	0.377	0.377	0.377
2298	0.215	0.159	0.116	0.13	0.085	0.099	0.055	0.137	0.137	0.137	0.137
2299	0.028	0.031	0.026	0.016	0.032	0.017	0.015	0.013	0.013	0.013	0.013
2300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2311	0.008	0.013	0.013	0.026	0.021	0.033	0.013	0.013	0.013	0.013	0.013
2312	0.163	0.184	0.194	0.151	0.11	0.185	0.034	0.026	0.026	0.026	0.026
2313	0.298	0.308	0.303	0.368	0.239	0.345	0.188	0.162	0.162	0.162	0.162
2314	0.389	0.4	0.584	0.597	0.435	0.474	0.152	0.324	0.324	0.324	0.324
2315	0.554	0.47	0.753	0.655	0.725	0.679	0.155	0.409	0.409	0.409	0.409
2316	0.815	0.655	0.833	0.64	0.858	0.701	0.379	0.594	0.594	0.594	0.594
2317	0.815	0.661	0.861	0.697	0.906	0.608	0.361	0.622	0.622	0.622	0.622
2318	0.876	0.651	0.794	0.685	0.723	0.677	0.8	0.695	0.695	0.695	0.695
2319	0.751	0.755	0.661	0.538	0.593	0.622	0.696	0.658	0.658	0.658	0.658
2320	0.5	0.654	0.577	0.432	0.374	0.495	0.545	0.48	0.48	0.48	0.48
2321	0.421	0.47	0.396	0.275	0.249	0.293	0.339	0.148	0.148	0.148	0.148
2322	0.261	0.235	0.276	0.111	0.15	0.143	0.128	0.044	0.044	0.044	0.044
2323	0.078	0.08	0.08	0.028	0.042	0.021	0.013	0.016	0.016	0.016	0.016
2324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2335	0.008	0.014	0.015	0.034	0.026	0.058	0.037	0.034	0.034	0.034	0.034
2336	0.091	0.156	0.107	0.125	0.1	0.242	0.195	0.186	0.186	0.186	0.186
2337	0.253	0.331	0.311	0.239	0.223	0.445	0.424	0.381	0.381	0.381	0.381
2338	0.418	0.499	0.386	0.454	0.383	0.423	0.639	0.611	0.611	0.611	0.611
2339	0.696	0.588	0.583	0.487	0.548	0.237	0.792	0.791	0.791	0.791	0.791
2340	0.685	0.716	0.833	0.517	0.537	0.27	0.678	0.816	0.816	0.816	0.816
2341	0.685	0.651	0.808	0.548	0.661	0.155	0.635	0.618	0.618	0.618	0.618
2342	0.76	0.588	0.396	0.721	0.648	0.224	0.633	0.589	0.589	0.589	0.589
2343	0.631	0.667	0.353	0.712	0.399	0.3	0.494	0.652	0.652	0.652	0.652
2344	0.487	0.425	0.43	0.393	0.415	0.262	0.162	0.499	0.499	0.499	0.499
2345	0.298	0.413	0.264	0.284	0.365	0.102	0.195	0.366	0.366	0.366	0.366
2346	0.245	0.229	0.104	0.088	0.169	0.117	0.081	0.182	0.182	0.182	0.182
2347	0.057	0.051	0.045	0.023	0.03	0.034	0.034	0.045	0.045	0.045	0.045
2348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2359	0.008	0.013	0.018	0.045	0.027	0.065	0.053	0.037	0.037	0.037	0.037
2360	0.102	0.145	0.173	0.26	0.144	0.246	0.197	0.208	0.208	0.208	0.208
2361	0.369	0.353	0.283	0.415	0.364	0.462	0.37	0.372	0.372	0.372	0.372
2362	0.53	0.525	0.567	0.596	0.621	0.628	0.518	0.479	0.479	0.479	0.479
2363	0.66	0.677	0.692	0.724	0.787	0.727	0.763	0.664	0.664	0.664	0.664
2364	0.805	0.857	0.763	0.844	0.869	0.869	0.838	0.868	0.868	0.868	0.868
2365	0.781	0.878	0.797	0.909	0.878	0.896	0.894	0.882	0.882	0.882	0.882
2366	0.854	0.762	0.732	0.874	0.875	0.849	0.848	0.765	0.765	0.765	0.765
2367	0.735	0.727	0.554	0.778	0.782	0.757	0.75	0.748	0.748	0.748	0.748
2368	0.482	0.474	0.264	0.629	0.616	0.465	0.556	0.444	0.444	0.444	0.444
2369	0.374	0.338	0.162	0.419	0.393	0.273	0.163	0.195	0.195	0.195	0.195
2370	0.223	0.204	0.166	0.183	0.156	0.159	0.14	0.153	0.153	0.153	0.153
2371	0.049	0.038	0.022	0.033	0.024	0.023	0.024	0.019	0.019	0.019	0.019
2372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2383	0.01	0.015	0.02	0.026	0.024	0.026	0.008	0.008	0.008	0.008	0.008
2384	0.085	0.045	0.089	0.176	0.151	0.049	0.008	0.01	0.01	0.01	0.01
2385	0.283	0.072	0.078	0.357	0.345	0.024	0.028	0.089	0.089	0.089	0.089
2386	0.495	0.223	0.313	0.529	0.52	0.181	0.174	0.267	0.267	0.267	0.267
2387	0.613	0.497	0.316	0.493	0.516	0.385	0.14	0.373	0.373	0.373	0.373
2388	0.627	0.732	0.363	0.537	0.507	0.607	0.185	0.136	0.136	0.136	0.136
2389	0.351	0.723	0.508	0.7	0.596	0.184	0.201	0.393	0.393	0.393	0.393
2390	0.476	0.76	0.478	0.773	0.767	0.234	0.308	0.507	0.507	0.507	0.507
2391	0.6	0.54	0.481	0.62	0.582	0.133	0.369	0.578	0.578	0.578	0.578
2392	0.484	0.57	0.318	0.563	0.52	0.079	0.505	0.356	0.356	0.356	0.356
2393	0.362	0.373	0.255	0.392	0.392	0.27	0.226	0.306	0.306	0.306	0.306
2394	0.244	0.188	0.149	0.225	0.26	0.192	0.107	0.179	0.179	0.179	0.179
2395	0.101	0.045	0.045	0.019	0.072	0.046	0.027	0.035	0.035	0.035	0.035
