param fixed_demand : A	B	C	D	E	F	G	H	I	J	K :=
1004	2553.04	1649.96	2735.16	819.37	1473.19	2105.59	1683.79	509.28	957.78	7962.58	3309.77
1005	2513.63	1613.14	2674.6	800.25	1431.05	2034.35	1625.84	495.11	931.38	7826.25	3205.65
1006	2450.75	1540.0	2564.28	765.92	1355.55	1923.08	1542.86	463.14	890.67	7591.6	3039.69
1007	2354.96	1449.06	2428.67	750.39	1253.54	1795.58	1437.91	423.72	836.88	7268.76	2834.18
1008	2279.56	1394.95	2335.08	758.61	1167.64	1715.77	1342.88	390.41	765.22	6936.78	2637.57
1009	2218.67	1356.71	2285.74	753.15	1131.91	1665.56	1284.89	357.65	779.09	6585.97	2490.72
1010	2173.31	1333.13	2251.29	750.27	1103.74	1616.39	1235.76	350.9	758.46	6341.49	2403.23
1011	2165.44	1335.35	2247.6	753.99	1116.6	1598.59	1224.63	345.83	750.92	6226.32	2361.06
1012	2187.78	1353.02	2289.54	763.35	1129.47	1617.29	1235.89	345.94	750.0	6210.62	2358.58
1013	2254.14	1408.24	2367.35	737.72	1174.52	1669.27	1272.43	362.11	764.43	6336.8	2433.4
1014	2390.65	1527.26	2544.21	709.0	1287.12	1795.79	1369.61	392.17	756.54	6825.47	2619.34
1015	2648.18	1708.81	2863.67	811.75	1481.21	2021.27	1546.05	454.43	871.06	7672.54	3003.88
1016	2791.96	1803.77	3027.27	889.61	1532.56	2138.09	1643.72	500.48	973.55	8436.09	3274.52
1017	2826.66	1826.41	3058.77	889.31	1543.82	2168.86	1691.52	508.58	988.21	8897.18	3387.72
1018	2824.27	1825.35	3047.34	875.58	1553.2	2171.97	1714.0	512.02	1002.43	9158.01	3452.99
1019	2813.0	1821.65	3014.65	864.91	1546.48	2175.31	1707.39	515.73	1015.58	9205.99	3516.41
1020	2790.05	1795.22	2988.39	858.97	1553.56	2130.85	1685.69	517.94	1013.44	9219.7	3517.75
1021	2763.04	1779.91	2932.99	853.01	1518.28	2064.43	1625.71	509.01	1001.72	9181.21	3477.89
1022	2721.89	1762.74	2877.43	837.11	1459.01	1999.87	1545.11	484.5	969.24	9011.39	3351.08
1023	2654.94	1716.54	2826.47	821.51	1420.11	1950.96	1509.81	459.67	929.9	8757.47	3178.39
1024	2612.28	1695.0	2803.85	812.83	1407.15	1944.74	1513.89	462.24	921.56	8667.77	3153.58
1025	2642.49	1721.48	2863.93	827.33	1468.78	2023.93	1582.0	478.75	942.45	8723.64	3297.38
1026	2760.65	1816.41	3029.16	847.18	1566.49	2196.32	1724.04	528.64	1007.77	9036.29	3608.79
1027	2930.21	1916.64	3189.44	883.87	1613.05	2304.54	1824.75	573.27	1063.3	9198.99	3854.76
1028	2943.03	1912.44	3195.02	898.53	1615.36	2303.33	1836.65	567.82	1069.14	9165.7	3854.41
1029	2924.31	1881.35	3163.2	900.29	1599.82	2274.95	1828.93	564.39	1055.26	9074.13	3811.12
1030	2880.26	1811.17	3063.96	887.0	1548.38	2196.42	1779.71	549.81	1025.98	8926.64	3689.6
1031	2816.68	1736.51	2931.89	852.72	1490.58	2104.32	1711.6	522.41	977.2	8654.37	3505.28
1032	2729.36	1692.54	2862.16	897.42	1408.26	2022.26	1632.26	496.57	914.44	8327.19	3318.53
1033	2710.93	1671.99	2833.59	913.45	1388.8	2014.21	1595.65	475.61	895.63	8124.32	3237.37
1034	2711.07	1667.55	2836.31	924.57	1384.97	2006.08	1580.48	482.0	886.69	7988.46	3214.35
1035	2751.75	1687.67	2873.26	944.59	1409.15	2026.61	1604.05	489.54	895.58	8049.34	3247.79
1036	2820.66	1730.85	2953.49	974.91	1457.1	2088.79	1649.43	500.2	914.36	8208.92	3341.49
1037	2919.4	1806.03	3063.91	1007.14	1505.08	2176.96	1717.13	520.71	951.16	8500.17	3489.2
1038	3084.83	1942.66	3277.2	1048.93	1634.97	2330.46	1831.59	558.78	1023.68	9060.18	3739.41
1039	3324.94	2126.63	3599.25	1114.26	1798.72	2561.13	2008.91	623.43	1149.92	9925.91	4117.47
1040	3428.66	2176.84	3717.23	1116.35	1871.73	2650.93	2069.03	643.63	1215.66	10582.64	4269.01
1041	3355.71	2121.89	3607.04	1094.89	1807.36	2554.93	2005.7	619.41	1186.24	10666.55	4121.13
1042	3194.49	2002.41	3385.35	1023.62	1692.73	2381.02	1868.63	580.97	1125.46	10336.18	3823.95
1043	3034.44	1893.45	3188.53	959.08	1573.02	2226.26	1747.14	543.28	1081.98	9892.73	3566.87
1044	2913.63	1821.68	3037.54	917.54	1488.36	2110.7	1652.46	518.06	1019.44	9589.11	3373.92
1045	2785.1	1760.6	2918.41	845.8	1440.48	2022.32	1575.13	496.64	976.06	9287.58	3220.87
1046	2703.13	1708.43	2830.37	824.09	1392.99	1965.9	1529.02	480.41	946.18	9069.89	3134.78
1047	2629.79	1671.47	2772.61	805.25	1358.3	1926.8	1512.94	474.71	929.9	8901.54	3127.4
1048	2605.06	1678.13	2757.72	797.97	1367.28	1960.56	1538.0	476.36	934.61	8877.7	3168.31
1049	2636.72	1714.98	2839.87	812.49	1430.81	2061.75	1617.67	499.99	964.08	9026.15	3361.17
1050	2744.79	1812.58	3012.71	857.73	1540.47	2231.1	1773.46	552.58	1031.29	9367.22	3704.71
1051	2902.74	1908.15	3187.56	891.41	1614.15	2332.1	1877.91	595.56	1096.73	9553.84	3964.26
1052	2905.33	1900.75	3184.78	905.97	1625.16	2334.4	1889.72	599.82	1096.53	9476.52	3948.9
1053	2873.8	1864.02	3123.55	916.69	1607.09	2297.69	1863.53	592.5	1071.13	9290.78	3871.33
1054	2808.55	1786.52	3012.29	884.33	1556.19	2208.85	1793.72	570.31	1025.62	8999.92	3703.7
1055	2708.26	1689.87	2862.45	877.32	1464.22	2085.96	1687.48	535.01	957.47	8576.57	3464.72
1056	2556.89	1604.39	2710.62	867.75	1381.65	1959.03	1611.13	494.34	889.2	8100.96	3215.47
1057	2458.34	1541.47	2614.82	857.01	1318.6	1821.98	1577.65	468.36	838.81	7629.8	3017.89
1058	2402.03	1494.82	2543.71	846.55	1274.35	1748.05	1535.83	453.91	789.72	7330.51	2894.77
1059	2374.69	1475.89	2522.09	843.52	1256.15	1734.5	1524.94	446.88	788.36	7187.67	2841.31
1060	2365.37	1470.59	2514.63	843.33	1248.31	1737.32	1516.77	451.13	782.5	7134.51	2829.59
1061	2404.2	1506.56	2568.86	852.57	1269.54	1776.0	1549.85	457.34	798.78	7245.48	2890.92
1062	2490.93	1602.91	2702.16	873.56	1378.94	1907.87	1608.05	478.94	845.09	7598.48	3053.09
1063	2682.07	1751.99	2962.97	911.39	1508.21	2156.49	1704.94	521.1	947.08	8307.56	3360.58
1064	2779.98	1808.7	3025.36	922.92	1549.95	2234.55	1769.04	546.65	1017.47	8906.97	3517.48
1065	2786.51	1794.16	3004.55	904.85	1553.63	2217.21	1754.98	548.08	1027.34	9159.59	3514.89
1066	2767.44	1765.14	2936.74	889.55	1539.01	2176.26	1723.1	536.59	1019.85	9227.89	3459.89
1067	2704.76	1708.99	2826.8	859.33	1509.16	2106.3	1639.24	515.96	967.25	8996.76	3207.35
1068	2598.04	1636.42	2692.6	827.21	1452.43	2021.72	1567.82	457.13	905.01	8703.55	2984.1
1069	2508.79	1570.2	2585.39	803.46	1395.35	1932.95	1509.45	439.25	878.4	8548.33	2869.06
1070	2487.07	1534.78	2530.59	776.7	1383.1	1846.75	1514.91	431.21	871.92	8449.79	2834.59
1071	2402.21	1480.42	2464.97	762.5	1338.08	1790.33	1472.5	432.23	865.35	8200.59	2907.89
1072	2353.5	1464.21	2448.43	753.49	1334.97	1799.91	1469.89	427.35	848.04	8133.87	2885.37
1073	2353.04	1484.44	2485.44	750.74	1349.47	1865.9	1502.79	435.24	853.88	8195.76	2993.64
1074	2428.31	1557.56	2598.68	774.8	1421.08	1987.06	1596.69	462.92	902.63	8365.5	3256.07
1075	2548.32	1655.41	2726.82	796.32	1450.2	2054.65	1670.56	487.23	945.74	8394.29	3453.21
1076	2570.96	1653.14	2730.83	802.07	1442.55	2045.07	1664.05	483.63	935.81	8281.95	3430.13
1077	2555.67	1629.33	2714.37	793.76	1427.69	2008.37	1646.36	482.08	916.7	8127.61	3362.99
1078	2480.84	1558.21	2613.39	783.52	1372.22	1918.64	1591.8	457.51	880.34	7873.38	3218.62
1079	2370.37	1469.65	2481.03	767.56	1303.24	1800.33	1493.39	425.31	816.65	7478.77	2982.28
1080	2242.68	1405.47	2369.78	755.66	1231.85	1695.55	1392.6	384.56	756.77	7054.79	2744.18
1081	2162.96	1368.08	2296.66	745.44	1180.61	1641.17	1317.03	358.86	709.17	6695.34	2591.96
1082	2098.41	1324.27	2237.2	736.92	1141.9	1594.88	1264.17	346.1	685.27	6391.94	2477.76
1083	2082.62	1306.78	2211.53	736.5	1124.03	1583.65	1250.73	342.6	665.7	6265.32	2432.89
1084	2076.22	1308.49	2213.73	733.24	1116.15	1590.82	1249.74	335.45	653.68	6240.61	2427.29
1085	2109.88	1338.82	2266.18	746.07	1131.12	1627.74	1262.58	352.86	667.45	6299.31	2472.34
1086	2210.61	1424.65	2393.88	731.87	1204.97	1730.49	1341.44	380.29	710.43	6641.79	2622.51
1087	2387.12	1565.31	2643.76	765.44	1326.55	1923.85	1470.81	423.92	798.41	7304.79	2907.09
1088	2489.86	1612.54	2744.58	774.38	1388.52	1996.46	1531.93	443.94	865.6	7895.98	3070.02
1089	2485.42	1605.57	2708.7	757.5	1390.52	1973.65	1527.37	439.38	863.61	8174.25	3082.71
1090	2482.83	1583.51	2675.46	751.06	1395.67	1968.5	1530.21	430.73	875.04	8271.47	3062.21
1091	2457.79	1545.41	2597.34	764.56	1373.89	1960.16	1517.86	426.48	875.89	8232.25	3045.68
1092	2404.18	1495.08	2463.98	752.29	1332.93	1890.37	1465.34	412.67	846.28	8143.15	2926.06
1093	2372.64	1476.98	2430.9	737.3	1286.09	1785.56	1420.05	397.92	830.68	8083.1	2836.89
1094	2363.08	1480.89	2408.84	728.4	1267.5	1746.71	1394.25	391.22	817.56	7996.71	2824.16
1095	2333.76	1462.26	2383.65	711.08	1234.5	1746.83	1387.12	381.86	804.72	7880.79	2840.26
1096	2312.11	1454.54	2372.0	695.31	1198.21	1767.63	1391.07	384.4	807.94	7887.64	2879.41
1097	2333.65	1477.98	2393.41	703.21	1231.48	1801.33	1407.01	385.45	818.02	7910.31	2960.63
1098	2381.33	1538.43	2496.22	721.78	1289.15	1893.62	1500.85	410.1	845.64	8008.62	3121.49
1099	2448.89	1571.49	2565.76	730.55	1306.05	1960.81	1560.59	432.68	889.85	7984.4	3282.54
1100	2418.56	1549.32	2556.47	727.42	1295.56	1929.96	1540.04	437.76	886.05	7805.64	3225.11
1101	2367.14	1497.19	2476.15	714.33	1257.63	1868.94	1500.26	426.98	850.72	7570.4	3119.71
1102	2277.92	1413.69	2353.01	704.11	1209.56	1766.43	1431.17	402.63	800.51	7284.56	2945.3
1103	2165.28	1318.8	2226.42	687.48	1128.97	1643.83	1333.81	364.77	741.07	6902.72	2709.23
1104	2058.59	1260.38	2120.39	680.04	1021.66	1549.74	1239.26	327.15	681.61	6510.41	2478.37
1105	1986.9	1207.33	2056.59	670.9	999.14	1486.33	1166.3	304.84	638.79	6135.1	2318.89
1106	1941.16	1174.36	2005.45	662.46	972.75	1444.7	1118.71	292.02	632.09	5839.53	2219.36
1107	1932.8	1164.11	1993.32	660.98	975.98	1426.58	1095.36	321.15	627.11	5719.3	2176.25
1108	1962.31	1182.11	2019.51	671.43	982.05	1436.27	1106.5	315.01	629.62	5710.83	2183.08
1109	2001.32	1220.3	2062.77	680.48	986.52	1473.97	1131.0	318.66	650.21	5786.56	2233.21
1110	2103.65	1316.07	2201.76	704.4	1061.11	1570.44	1194.99	338.84	689.44	6053.87	2371.08
1111	2292.97	1466.96	2457.28	743.98	1180.19	1765.85	1316.76	386.53	774.51	6667.1	2655.16
1112	2424.74	1554.32	2597.44	772.39	1265.15	1861.32	1412.94	404.16	852.48	7283.29	2866.06
1113	2475.13	1582.98	2629.43	767.96	1280.58	1884.26	1463.89	409.86	877.54	7741.99	2960.47
1114	2507.99	1620.47	2683.98	725.19	1318.65	1901.59	1490.15	414.12	893.33	8008.38	3000.37
1115	2534.77	1646.67	2726.17	739.36	1334.31	1912.32	1507.36	420.01	901.3	8089.07	3027.92
1116	2543.69	1647.92	2731.52	726.87	1359.68	1899.98	1512.81	419.7	897.25	8112.96	2973.55
1117	2525.23	1634.03	2744.36	718.8	1355.12	1882.6	1507.5	415.19	893.38	8120.06	2965.03
1118	2500.78	1590.01	2705.2	721.28	1343.44	1872.62	1502.01	403.98	885.56	8081.09	2962.39
1119	2485.18	1550.37	2670.0	716.42	1324.77	1858.31	1500.46	419.22	883.52	8078.76	2964.62
1120	2498.6	1551.96	2636.04	727.23	1333.59	1856.0	1516.11	432.88	900.42	8152.33	3057.54
1121	2528.8	1592.39	2656.64	790.76	1353.97	1919.94	1562.82	454.29	929.09	8335.46	3177.99
1122	2591.98	1664.17	2762.31	826.89	1404.22	2031.76	1639.54	476.65	969.87	8529.51	3384.95
1123	2706.38	1758.33	2888.75	848.84	1467.38	2100.11	1693.82	496.99	1002.99	8536.52	3507.24
1124	2722.28	1749.27	2896.97	852.88	1452.29	2076.52	1693.77	496.29	993.25	8450.85	3488.2
1125	2702.21	1717.55	2859.96	851.91	1423.32	2048.3	1668.95	492.14	966.76	8288.96	3427.28
1126	2687.26	1654.68	2774.6	845.34	1376.88	1984.33	1629.69	478.3	940.12	8120.53	3324.52
1127	2667.69	1594.47	2691.72	843.44	1357.55	1921.68	1577.1	458.41	897.93	7919.76	3191.6
1128	2579.0	1530.04	2607.27	844.9	1311.52	1851.96	1512.79	439.46	859.95	7676.68	3041.22
1129	2531.37	1498.41	2582.03	850.43	1281.43	1822.43	1474.32	415.22	819.11	7457.88	2953.26
1130	2507.35	1479.72	2555.51	856.89	1262.32	1799.55	1449.61	409.88	802.96	7296.84	2881.28
1131	2522.39	1488.79	2568.64	868.14	1275.82	1816.09	1458.17	413.72	822.52	7269.53	2895.06
1132	2562.43	1516.45	2615.73	886.44	1297.52	1845.39	1488.16	419.79	883.8	7302.3	2938.3
1133	2629.61	1558.47	2679.84	909.02	1341.36	1900.73	1532.77	434.23	913.22	7466.85	3024.1
1134	2708.34	1622.42	2791.83	933.33	1399.12	1971.3	1598.01	449.87	950.77	7701.38	3145.84
1135	2844.57	1717.92	2935.38	962.46	1473.78	2071.3	1683.36	486.23	983.72	8079.17	3324.61
1136	2926.89	1766.11	3030.66	979.91	1557.03	2149.64	1736.35	520.83	983.69	8377.04	3415.49
1137	2890.43	1752.72	2987.24	953.19	1557.97	2115.14	1710.58	513.49	973.81	8351.61	3331.58
1138	2822.24	1708.8	2869.78	911.75	1493.32	2028.75	1633.83	497.67	945.76	8213.59	3214.54
1139	2762.07	1672.18	2793.94	876.01	1418.92	1966.14	1569.5	479.91	929.04	8116.84	3111.33
1140	2706.17	1644.51	2744.34	856.16	1389.55	1905.59	1534.16	456.49	905.22	8000.45	2985.3
1141	2655.82	1616.74	2684.68	799.9	1357.55	1865.74	1481.44	437.93	883.23	7909.06	2900.05
1142	2623.73	1587.14	2661.58	788.77	1355.62	1885.26	1502.15	437.85	870.68	7853.46	2891.81
1143	2613.59	1574.06	2661.63	820.56	1358.45	1897.93	1546.74	460.47	893.09	7886.0	3075.97
1144	2611.39	1582.89	2686.33	819.26	1376.66	1935.9	1592.53	471.18	913.69	7967.08	3186.48
1145	2648.29	1622.75	2744.51	835.23	1413.12	1996.61	1645.73	488.75	945.25	8146.4	3354.3
1146	2708.53	1682.22	2828.71	857.76	1472.83	2103.71	1750.45	516.13	991.98	8361.73	3543.37
1147	2795.84	1724.74	2922.4	869.6	1523.17	2152.01	1805.17	542.74	1029.72	8516.12	3639.05
1148	2813.81	1718.17	2922.61	872.3	1522.73	2145.77	1807.57	546.86	1036.56	8572.37	3614.49
1149	2823.85	1693.39	2893.75	872.24	1504.01	2121.01	1785.17	543.87	1024.53	8522.49	3566.18
1150	2785.83	1652.4	2846.09	825.57	1491.47	2070.87	1735.84	533.39	1006.56	8433.15	3478.06
1151	2720.86	1593.39	2738.73	856.94	1407.0	1987.99	1678.3	514.79	962.99	8259.92	3348.61
1152	2607.5	1525.56	2665.92	847.34	1325.91	1892.93	1593.03	491.09	921.73	8000.99	3180.66
1153	2507.14	1467.94	2604.08	837.04	1276.89	1830.99	1522.69	458.72	876.4	7695.5	3030.26
1154	2438.56	1426.97	2541.27	828.97	1235.56	1790.36	1473.81	442.11	850.04	7426.38	2911.06
1155	2418.92	1414.98	2498.52	824.67	1233.24	1780.78	1447.92	430.06	834.5	7310.88	2861.17
1156	2422.66	1419.19	2499.0	826.71	1223.62	1782.79	1441.48	423.0	829.17	7272.93	2848.62
1157	2450.15	1438.65	2494.2	835.23	1228.84	1805.52	1459.31	426.12	837.92	7314.22	2887.61
1158	2491.96	1476.54	2524.76	848.17	1271.15	1848.8	1497.22	435.4	857.86	7440.77	2962.82
1159	2560.43	1535.14	2621.32	875.12	1333.41	1908.62	1550.79	449.79	885.64	7646.63	3057.22
1160	2613.02	1570.02	2698.39	841.42	1381.84	1961.43	1578.54	474.72	903.39	7747.49	3092.16
1161	2631.19	1617.87	2775.02	870.9	1427.21	2008.95	1605.7	481.57	916.39	7846.78	3116.27
1162	2602.25	1618.24	2756.45	865.78	1442.99	2015.35	1597.51	475.96	901.72	7829.97	3073.65
1163	2563.89	1585.14	2719.18	842.2	1417.24	1973.84	1559.51	468.38	890.63	7786.42	2999.85
1164	2521.76	1547.68	2679.99	815.92	1375.6	1934.84	1515.68	452.94	862.61	7709.24	2912.7
1165	2472.7	1511.73	2589.56	793.81	1340.99	1910.27	1465.35	435.99	839.61	7575.84	2804.98
1166	2405.17	1491.93	2472.97	729.91	1313.59	1854.96	1412.91	421.01	813.84	7398.24	2690.4
1167	2335.06	1448.95	2427.74	707.87	1265.45	1797.69	1371.09	406.63	794.34	7236.85	2623.26
1168	2308.91	1442.86	2398.22	737.27	1243.22	1780.56	1376.07	402.08	785.44	7148.94	2655.26
1169	2352.65	1468.67	2446.99	749.77	1263.04	1834.66	1424.5	412.99	802.49	7202.76	2794.24
1170	2456.36	1548.94	2577.05	753.94	1329.49	1956.69	1544.82	440.87	859.04	7444.09	3068.3
1171	2600.96	1645.98	2728.97	756.63	1409.56	2030.69	1647.95	476.44	922.51	7763.46	3298.69
1172	2624.06	1659.48	2753.16	766.8	1433.15	2030.05	1652.45	484.16	930.81	7858.1	3316.9
1173	2628.56	1643.61	2736.74	787.22	1421.83	2006.95	1645.4	485.2	933.5	7888.22	3310.02
1174	2604.06	1611.32	2701.14	808.04	1400.98	1961.08	1617.55	482.51	927.42	7881.68	3265.03
1175	2550.74	1550.96	2638.06	816.78	1345.74	1887.21	1570.79	473.86	897.35	7753.09	3163.31
1176	2481.86	1506.27	2573.47	815.41	1304.66	1818.66	1514.71	444.25	862.67	7537.28	3038.21
1177	2413.69	1457.23	2513.73	813.04	1257.25	1780.24	1465.33	425.54	827.83	7298.82	2917.08
1178	2396.3	1432.64	2479.23	810.37	1242.57	1759.7	1435.35	420.5	806.41	7110.46	2844.3
1179	2388.07	1431.25	2482.28	814.71	1244.42	1765.71	1432.91	421.05	796.59	7039.66	2823.6
1180	2405.16	1436.25	2498.87	821.12	1252.7	1780.68	1438.13	421.2	804.23	7000.64	2818.3
1181	2440.28	1475.62	2543.28	830.0	1291.59	1825.5	1466.14	425.42	819.73	7082.8	2867.25
1182	2516.82	1552.58	2655.77	844.34	1349.29	1892.8	1519.02	439.49	845.34	7263.87	2944.47
1183	2670.75	1665.2	2835.38	876.17	1454.81	2004.26	1612.05	466.74	892.93	7618.44	3096.55
1184	2727.36	1709.5	2897.06	857.3	1514.63	2066.83	1655.74	493.04	925.58	7862.22	3159.87
1185	2698.24	1676.99	2823.62	816.15	1498.42	1978.6	1611.35	486.74	913.04	7793.34	3038.69
1186	2627.74	1638.75	2737.68	754.1	1457.29	1896.8	1551.83	458.76	885.67	7603.03	2870.75
1187	2597.51	1626.0	2732.06	747.44	1434.9	1849.36	1544.34	452.65	883.57	7625.47	2791.41
1188	2594.7	1614.27	2716.99	718.26	1420.02	1861.17	1553.46	455.9	890.72	7707.58	2822.91
1189	2594.4	1608.8	2719.14	697.9	1410.22	1850.75	1571.97	446.78	881.37	7708.51	2877.17
1190	2587.72	1611.1	2722.31	689.48	1404.21	1882.97	1561.62	453.72	875.12	7664.38	2925.31
1191	2558.72	1599.67	2699.91	691.04	1390.33	1879.37	1559.5	455.53	875.41	7627.08	2953.5
1192	2550.57	1586.94	2692.68	707.43	1394.2	1903.03	1576.94	463.89	878.53	7667.22	3011.81
1193	2571.21	1611.0	2716.82	722.47	1429.53	1970.0	1624.52	474.73	894.25	7760.2	3124.93
1194	2604.22	1663.49	2789.97	737.18	1473.28	2061.09	1702.33	543.66	905.26	7915.97	3307.68
1195	2651.07	1678.05	2808.27	735.82	1499.66	2071.69	1722.23	528.7	941.29	7915.4	3348.21
1196	2622.2	1634.39	2754.61	726.05	1464.9	2013.68	1689.7	486.55	950.53	7808.49	3257.91
1197	2566.66	1574.29	2653.94	735.39	1402.02	1926.86	1626.04	479.19	921.68	7593.08	3133.42
1198	2447.2	1481.7	2503.33	731.88	1295.63	1805.72	1535.88	442.08	877.57	7341.34	2953.32
1199	2300.35	1383.56	2358.32	711.03	1217.57	1686.72	1425.38	407.88	811.75	6987.74	2735.35
1200	2165.97	1289.2	2226.81	694.73	1125.4	1572.65	1312.02	387.39	749.92	6571.06	2523.3
1201	2068.91	1226.72	2142.38	693.54	1085.03	1522.64	1245.43	349.22	700.73	6211.44	2363.97
1202	2015.34	1185.26	2075.81	687.04	1048.66	1482.85	1196.44	335.27	668.92	5942.2	2271.76
1203	1992.23	1164.05	2041.85	681.38	1033.22	1458.99	1179.47	331.59	650.95	5801.63	2217.47
1204	1967.08	1158.93	2025.42	684.21	1021.31	1457.76	1176.53	328.47	646.53	5736.99	2194.79
1205	1997.77	1184.99	2073.27	685.65	1052.77	1491.21	1194.04	334.99	654.56	5806.11	2234.29
1206	2077.28	1262.8	2188.23	693.28	1111.82	1572.17	1265.19	355.68	691.47	6087.84	2359.3
1207	2245.34	1374.09	2391.0	714.6	1221.17	1711.71	1374.76	397.71	777.78	6682.51	2577.96
1208	2356.23	1456.04	2471.71	707.61	1298.22	1809.72	1439.76	419.99	843.72	7249.93	2728.17
1209	2404.92	1484.6	2479.61	735.73	1310.81	1809.22	1453.34	423.2	873.13	7660.85	2829.67
1210	2436.97	1502.56	2461.69	742.26	1283.77	1773.54	1436.43	421.6	888.99	7858.0	2883.97
1211	2429.69	1507.95	2455.51	731.96	1272.17	1731.54	1401.25	413.77	889.47	7907.66	2880.06
1212	2368.19	1483.66	2394.45	726.57	1243.48	1646.48	1330.54	392.38	859.44	7828.42	2777.46
1213	2317.97	1444.47	2305.57	712.2	1207.59	1632.84	1271.88	367.04	825.5	7688.71	2567.93
1214	2310.49	1446.11	2283.55	701.16	1174.76	1638.36	1278.03	354.08	811.24	7580.77	2510.8
1215	2290.26	1433.92	2240.47	689.88	1139.53	1620.56	1273.71	346.11	805.05	7508.7	2519.05
1216	2253.16	1417.12	2210.63	684.52	1132.03	1619.05	1286.99	344.35	806.52	7508.63	2561.05
1217	2256.58	1417.71	2231.54	687.24	1164.31	1674.04	1333.68	352.07	821.28	7543.99	2660.57
1218	2300.68	1449.32	2328.22	704.56	1230.87	1767.55	1414.42	374.4	845.07	7663.97	2858.39
1219	2371.74	1498.67	2404.73	709.39	1287.71	1834.67	1498.91	406.2	879.98	7651.52	3027.08
1220	2361.03	1469.88	2375.78	706.95	1275.1	1783.35	1480.71	402.97	860.95	7496.72	2995.32
1221	2313.47	1419.66	2307.59	692.35	1237.83	1730.02	1445.42	398.74	831.35	7281.54	2901.13
1222	2224.99	1341.21	2196.53	676.35	1170.51	1634.28	1383.35	376.75	794.19	7004.49	2749.66
1223	2126.91	1254.46	2065.16	660.48	1105.7	1527.27	1280.07	345.57	733.02	6618.92	2542.18
1224	2007.5	1189.31	1954.91	649.1	1043.63	1427.73	1179.29	321.11	673.25	6219.85	2341.61
1225	1888.84	1135.74	1864.92	638.27	995.14	1377.27	1109.31	292.87	622.44	5841.57	2201.35
1226	1833.29	1096.88	1817.79	637.42	950.24	1355.66	1051.1	293.05	569.98	5600.16	2108.68
1227	1809.89	1078.57	1786.61	633.73	920.41	1348.37	1032.47	291.44	605.18	5399.63	2061.74
1228	1822.29	1079.86	1780.96	634.47	924.97	1366.75	1042.06	274.42	611.88	5360.68	2051.69
1229	1846.48	1111.61	1828.05	637.97	945.9	1409.6	1061.04	280.15	634.24	5403.4	2093.92
1230	1936.33	1184.46	1949.42	650.39	1017.88	1485.43	1129.65	305.78	672.38	5688.12	2207.16
1231	2101.68	1291.6	2149.02	669.64	1126.42	1622.42	1255.51	340.49	730.39	6317.51	2420.57
1232	2210.47	1343.05	2257.52	643.05	1191.55	1712.45	1318.79	360.17	793.92	6926.04	2580.0
1233	2274.69	1376.24	2285.85	633.44	1218.75	1722.47	1337.22	361.09	818.83	7346.65	2684.8
1234	2323.31	1420.94	2276.03	668.33	1209.88	1697.89	1323.75	346.74	827.56	7555.5	2725.47
1235	2373.96	1462.04	2320.73	672.65	1209.71	1673.47	1300.62	343.45	839.59	7636.52	2727.85
1236	2366.76	1463.43	2340.06	671.2	1201.24	1638.55	1329.86	276.2	830.14	7679.09	2634.63
1237	2350.21	1456.79	2337.32	627.37	1213.24	1607.08	1326.42	257.27	828.03	7712.96	2548.8
1238	2376.69	1455.13	2353.81	636.81	1212.66	1639.56	1283.82	321.47	828.71	7762.62	2523.76
1239	2372.23	1450.63	2328.53	663.6	1221.87	1671.33	1293.72	339.46	833.35	7799.14	2550.68
1240	2349.29	1452.75	2347.9	678.53	1238.13	1701.28	1330.49	346.43	842.4	7876.44	2610.66
1241	2360.88	1469.56	2387.02	685.73	1259.98	1737.75	1382.79	350.02	854.34	7958.61	2712.66
1242	2409.65	1519.56	2470.32	657.65	1299.89	1823.32	1451.02	377.16	878.75	8036.49	2888.32
1243	2513.18	1581.76	2553.29	670.3	1322.1	1854.54	1503.28	413.22	910.91	8023.92	3087.38
1244	2514.94	1565.49	2523.59	664.88	1288.54	1800.86	1468.33	405.41	892.85	7840.66	3046.52
1245	2449.26	1521.95	2458.56	707.28	1238.17	1745.95	1418.2	390.72	851.39	7533.98	2949.94
1246	2389.42	1452.45	2338.71	698.25	1180.37	1655.75	1338.95	377.53	808.19	7203.89	2797.58
1247	2306.09	1373.93	2214.15	681.69	1114.16	1558.65	1247.46	363.72	739.54	6818.25	2593.89
1248	2191.89	1302.06	2138.98	655.92	1062.94	1479.68	1178.61	311.84	695.33	6382.46	2396.0
1249	2131.65	1261.52	2085.45	687.11	1017.15	1427.64	1114.73	294.07	649.02	6033.65	2257.66
1250	2105.88	1237.5	2063.24	686.21	995.45	1411.09	1084.4	286.75	662.58	5755.65	2182.73
1251	2099.5	1236.43	2057.7	693.29	983.77	1415.56	1078.76	285.53	681.15	5622.7	2151.49
1252	2120.44	1247.13	2086.12	705.26	999.65	1438.95	1088.67	282.39	688.94	5615.73	2163.03
1253	2177.99	1287.75	2147.08	721.09	1027.87	1485.74	1125.73	292.25	707.15	5740.26	2238.01
1254	2295.5	1393.75	2295.49	747.74	1105.87	1601.25	1217.15	317.14	747.11	6095.75	2396.16
1255	2488.63	1532.98	2550.47	789.23	1222.4	1769.39	1369.58	369.09	814.4	6803.0	2650.04
1256	2649.0	1617.08	2695.61	816.58	1322.19	1886.88	1465.06	394.1	861.01	7519.08	2852.95
