param fixed_demand : A	B	C	D	E	F	G	H	I	J	K :=
2399	1957.26	1179.1	2046.91	578.5	1008.96	1436.49	1150.2	324.62	682.04	5990.18	2361.83
2400	1914.77	1151.33	2016.67	616.65	983.48	1393.09	1106.81	304.33	649.35	5731.82	2261.36
2401	1897.05	1143.13	2012.39	623.28	972.68	1386.47	1090.91	303.65	637.55	5601.15	2227.95
2402	1914.31	1154.67	2025.55	636.97	985.86	1408.22	1102.11	310.62	641.6	5591.05	2239.65
2403	1922.87	1184.43	2053.16	651.03	1002.08	1449.93	1126.15	318.72	651.45	5653.42	2286.15
2404	2002.82	1237.21	2110.6	672.08	1045.13	1500.75	1175.18	334.7	676.46	5837.95	2389.3
2405	2148.03	1338.5	2275.19	699.92	1121.1	1616.38	1268.86	370.29	728.82	6222.79	2584.8
2406	2325.43	1474.68	2511.01	709.51	1270.94	1803.63	1392.21	420.76	814.97	6866.1	2826.25
2407	2354.49	1484.08	2544.55	731.86	1272.82	1826.15	1412.0	423.07	847.18	7212.37	2859.09
2408	2259.41	1408.71	2457.76	648.91	1207.27	1683.09	1320.3	387.8	803.89	7098.45	2653.34
2409	2167.28	1325.92	2340.18	604.34	1183.84	1555.35	1232.02	354.24	759.21	6940.89	2446.0
2410	2080.62	1287.58	2228.86	572.7	1128.68	1465.98	1165.84	333.57	729.2	6735.02	2295.97
2411	2017.07	1272.81	2177.62	555.9	1100.24	1422.95	1108.96	319.85	698.99	6611.0	2194.06
2412	1984.83	1241.05	2137.07	544.52	1064.78	1408.52	1082.04	309.46	690.16	6535.86	2115.54
2413	1979.8	1228.67	2095.97	534.92	1049.18	1380.85	1080.45	304.89	686.59	6488.97	2074.92
2414	1963.75	1204.19	2054.73	559.35	1015.58	1366.63	1084.18	303.98	679.4	6419.87	2071.7
2415	1951.21	1198.12	2022.4	560.63	1002.69	1374.9	1081.57	304.83	679.33	6403.2	2112.85
2416	1958.49	1211.91	2029.95	532.69	1015.12	1415.41	1102.28	309.86	690.76	6441.81	2176.53
2417	1965.02	1239.97	2067.09	559.42	1033.05	1444.76	1119.88	322.66	700.75	6450.89	2301.2
2418	1955.46	1257.57	2093.86	545.1	1048.02	1481.94	1145.33	331.18	703.81	6309.12	2390.63
2419	1969.26	1278.55	2141.26	555.77	1078.26	1544.47	1210.42	347.24	735.87	6389.8	2551.5
2420	2022.08	1285.31	2166.15	559.07	1107.75	1583.73	1259.31	365.11	759.44	6431.65	2656.41
2421	1994.18	1233.5	2107.22	551.38	1075.47	1526.78	1219.69	351.08	734.32	6276.24	2553.45
2422	1928.7	1163.43	1988.09	569.17	987.43	1429.4	1137.88	316.79	682.22	6000.04	2379.14
2423	1841.95	1105.55	1877.98	562.22	924.36	1342.21	1058.54	288.32	636.07	5639.86	2195.91
2424	1793.12	1071.76	1845.43	569.75	888.75	1283.63	1005.85	269.75	599.29	5346.26	2077.64
2425	1772.98	1056.91	1826.04	569.26	881.0	1268.48	986.09	265.93	580.56	5153.86	2019.05
2426	1785.57	1060.38	1847.44	568.99	892.68	1272.42	988.89	266.69	576.1	5123.56	2011.73
2427	1798.31	1077.66	1874.59	582.43	891.14	1291.59	1006.04	274.01	578.91	5139.74	2025.42
2428	1846.36	1123.07	1944.8	586.28	928.52	1338.93	1034.5	284.09	603.17	5229.18	2093.9
2429	1931.1	1207.04	2069.44	578.75	1005.06	1430.46	1107.85	311.86	639.77	5512.64	2232.61
2430	2098.93	1328.62	2301.27	613.78	1122.7	1596.28	1222.51	353.57	723.13	6091.83	2448.83
2431	2167.83	1366.32	2355.46	650.48	1137.78	1647.18	1265.43	369.14	784.09	6556.55	2536.92
2432	2144.81	1360.33	2312.81	600.02	1124.28	1568.6	1237.56	353.87	774.05	6684.63	2466.22
2433	2088.84	1330.66	2247.2	568.76	1099.68	1488.92	1185.08	334.53	751.33	6607.17	2346.5
2434	1989.55	1294.52	2156.5	537.07	1050.64	1413.91	1152.31	317.88	730.81	6469.66	2243.61
2435	2000.76	1272.37	2115.63	522.08	1035.28	1400.19	1120.46	307.84	705.73	6392.73	2190.44
2436	1955.66	1249.48	2092.86	549.87	997.69	1410.72	1078.51	295.28	698.99	6274.69	2081.34
2437	1911.68	1216.13	2066.4	545.28	999.91	1399.18	1090.95	291.52	678.23	6239.26	2054.58
2438	1894.15	1182.83	2023.15	538.61	984.48	1422.93	1101.0	290.65	677.19	6209.46	2113.67
2439	1884.98	1183.39	2011.84	539.9	985.11	1436.06	1088.15	291.84	700.23	6186.54	2164.57
2440	1891.12	1196.79	2046.96	545.43	1016.18	1473.71	1091.75	291.56	724.75	6188.48	2155.23
2441	1873.02	1187.63	2076.56	556.15	1065.39	1528.64	1146.33	311.96	702.23	6297.24	2286.15
2442	1858.13	1169.81	2052.66	563.13	1067.11	1553.57	1164.65	330.59	710.96	6168.07	2400.03
2443	1866.71	1182.1	2061.5	567.78	1067.02	1566.43	1186.87	337.0	720.04	6126.59	2478.64
2444	1903.58	1209.59	2070.56	561.21	1043.92	1539.58	1200.6	338.06	727.93	6117.38	2519.74
2445	1852.91	1149.13	1967.99	555.79	1002.73	1459.45	1144.84	325.1	695.92	5908.43	2401.45
2446	1770.68	1063.29	1827.57	536.48	929.19	1346.83	1053.12	293.18	641.59	5580.64	2205.06
2447	1665.9	994.56	1713.76	520.18	845.67	1245.79	969.03	261.13	589.63	5203.44	2010.47
2448	1597.06	960.45	1645.88	508.52	793.33	1188.42	906.05	241.39	542.09	4866.61	1877.65
2449	1566.78	933.08	1602.94	507.19	768.77	1154.6	871.39	232.12	507.3	4653.71	1794.36
2450	1575.76	916.55	1586.31	501.35	745.38	1137.61	854.2	227.14	499.92	4526.56	1747.2
2451	1567.54	922.65	1586.54	506.6	749.14	1140.85	848.83	228.01	493.69	4484.78	1740.0
2452	1616.92	957.29	1644.67	518.5	772.53	1173.79	866.38	238.73	501.43	4551.73	1777.86
2453	1703.0	1032.73	1757.94	532.82	825.29	1251.42	929.23	261.78	535.53	4784.99	1896.91
2454	1857.41	1156.95	1984.76	563.58	930.0	1406.33	1035.76	302.03	623.8	5341.08	2117.83
2455	1953.61	1221.74	2090.55	581.41	990.54	1476.28	1098.31	315.53	680.87	5892.95	2278.61
2456	1977.22	1245.7	2121.16	578.59	986.67	1492.23	1131.25	316.98	705.07	6234.14	2351.45
2457	1972.55	1247.67	2094.25	560.76	982.75	1463.76	1120.35	316.16	701.66	6334.35	2296.22
2458	1958.04	1239.68	2076.72	553.4	961.14	1430.05	1106.15	309.99	698.57	6320.79	2194.14
2459	1921.52	1222.72	2068.72	520.61	956.01	1432.61	1066.66	294.38	685.52	6291.41	2108.29
2460	1872.77	1203.62	2022.03	536.77	926.57	1411.12	1037.16	277.74	676.94	6303.85	2057.68
2461	1845.69	1172.61	1972.69	528.52	913.82	1368.26	1030.76	268.78	677.0	6320.08	2026.02
2462	1804.87	1116.46	1921.12	484.34	913.83	1327.88	1037.63	269.32	657.25	6325.99	2019.05
2463	1782.62	1097.62	1887.29	482.6	888.11	1267.41	1032.44	271.36	662.97	6355.14	2034.81
2464	1779.62	1100.76	1864.47	486.2	882.08	1280.69	1031.05	272.22	668.57	6393.52	2079.85
2465	1769.91	1116.47	1855.42	491.76	894.67	1314.58	1045.08	281.4	670.09	6340.67	2116.44
2466	1775.84	1117.9	1857.95	531.03	889.11	1335.43	1065.22	288.28	659.44	6107.94	2194.88
2467	1798.12	1130.78	1885.18	529.87	906.1	1364.84	1100.66	292.88	663.88	6004.26	2290.83
2468	1832.93	1149.93	1924.84	505.79	910.23	1385.72	1122.84	300.13	669.62	5919.24	2334.13
2469	1805.51	1106.79	1857.73	489.78	894.3	1340.21	1077.23	304.12	647.2	5753.78	2244.46
2470	1736.9	1034.7	1764.59	485.4	844.84	1255.5	1002.29	283.61	604.73	5527.72	2096.6
2471	1655.19	977.23	1669.0	484.67	778.42	1172.27	929.78	260.43	563.67	5204.43	1935.23
2472	1592.57	935.52	1612.47	464.45	719.87	1108.98	864.37	239.89	526.14	4908.43	1814.23
2473	1561.05	913.18	1573.27	462.05	660.37	1074.01	824.92	226.92	532.89	4671.14	1731.22
2474	1547.5	901.79	1542.26	465.43	642.16	1044.3	806.58	221.45	537.87	4508.82	1681.88
2475	1557.05	905.04	1549.26	461.9	650.22	1054.86	804.53	219.7	532.08	4470.34	1665.57
2476	1584.81	930.92	1586.42	474.27	671.05	1074.38	818.58	225.04	537.2	4506.43	1700.7
2477	1642.38	970.01	1651.62	486.79	715.06	1115.43	847.9	235.37	559.03	4609.08	1762.82
2478	1742.92	1041.93	1768.56	525.78	783.06	1194.68	894.5	259.56	607.25	4825.83	1853.49
2479	1802.93	1105.24	1857.17	547.75	839.19	1263.51	949.24	279.14	564.7	5156.44	1939.22
2480	1886.55	1162.36	1942.98	535.25	886.68	1313.43	979.27	294.71	581.78	5433.54	2002.04
2481	1927.84	1199.1	1985.67	541.83	906.72	1326.2	983.21	301.58	615.45	5653.39	2018.95
2482	1947.06	1223.87	1998.98	548.16	900.89	1295.96	970.21	299.91	621.73	5814.83	2013.85
2483	1934.47	1232.82	2003.99	591.37	891.56	1306.37	966.31	299.26	630.8	5935.33	2001.28
2484	1906.82	1227.47	2005.34	588.8	891.03	1311.41	968.42	295.3	620.06	6019.15	2006.1
2485	1894.85	1221.27	1978.31	565.39	879.71	1319.73	970.15	289.84	623.77	5994.45	2001.09
2486	1885.23	1215.6	1963.22	567.43	865.05	1306.34	972.58	287.76	622.23	5968.12	2010.62
2487	1891.25	1224.83	1974.82	573.07	862.52	1309.8	996.55	292.77	622.13	5951.55	2042.48
2488	1929.35	1245.17	1999.5	598.52	881.13	1361.65	1030.79	294.81	626.46	5936.69	2115.06
2489	1966.96	1275.33	2025.96	588.33	907.13	1436.01	1065.76	303.24	637.82	5921.65	2218.97
2490	1992.07	1290.09	2051.0	592.14	924.08	1463.84	1095.63	308.41	636.36	5915.27	2313.95
2491	2019.68	1305.63	2094.15	600.88	950.08	1514.05	1145.67	318.51	663.64	6003.85	2427.48
2492	2059.11	1314.77	2133.0	603.71	964.53	1545.1	1169.65	334.94	687.27	6066.38	2483.55
2493	2045.16	1276.14	2087.54	606.38	939.68	1509.23	1143.2	325.6	674.76	5982.56	2427.37
2494	1988.34	1222.02	2028.39	587.54	906.21	1444.49	1094.09	314.94	660.38	5841.35	2309.99
2495	1917.46	1165.88	1956.19	582.33	862.94	1380.44	1039.39	304.05	628.42	5651.73	2198.24
2496	1868.17	1121.57	1909.01	583.72	837.49	1330.61	999.28	281.42	534.33	5501.64	2104.9
2497	1835.93	1101.13	1887.07	600.39	826.78	1308.44	977.64	269.83	603.4	5249.98	2045.38
2498	1744.3	1094.31	1883.67	598.1	825.22	1300.36	969.97	269.09	598.81	5159.02	2020.53
2499	1755.72	1097.77	1894.05	602.89	826.3	1310.28	971.67	268.15	596.03	5140.69	2017.27
2500	1787.0	1113.19	1925.84	636.24	839.03	1331.26	989.56	273.93	603.04	5174.62	2051.01
2501	1838.66	1137.54	1974.28	613.88	876.43	1370.31	1021.14	284.26	626.64	5267.37	2106.26
2502	1928.08	1187.7	2048.53	631.63	937.63	1425.49	1072.47	298.63	652.45	5433.81	2189.03
2503	1957.77	1223.7	2127.44	679.09	982.01	1487.04	1124.5	320.86	699.71	5598.9	2277.46
2504	2017.88	1281.67	2207.47	695.6	1037.14	1582.47	1197.79	353.51	681.42	5940.24	2417.33
2505	2074.36	1327.41	2297.1	701.97	1082.4	1648.28	1256.2	369.65	725.87	6178.62	2546.11
2506	2109.2	1363.27	2325.24	669.79	1110.35	1690.11	1290.83	377.47	727.81	6424.46	2629.12
2507	2133.28	1388.43	2340.61	692.37	1122.06	1709.17	1308.32	379.4	742.57	6552.77	2672.12
2508	2126.17	1392.65	2341.49	701.38	1119.71	1705.19	1297.23	378.53	741.26	6570.46	2658.86
2509	2109.67	1382.61	2327.24	660.62	1107.33	1686.42	1285.22	372.77	735.41	6563.85	2651.63
2510	2079.14	1370.82	2299.09	650.11	1106.41	1665.59	1274.72	369.05	734.07	6546.35	2641.32
2511	2089.94	1365.0	2299.59	651.8	1112.05	1677.37	1290.73	382.49	734.64	6589.96	2686.26
2512	2118.19	1374.67	2323.62	656.86	1122.91	1703.98	1320.31	391.36	748.48	6644.2	2742.02
2513	2143.43	1379.78	2358.96	658.13	1159.91	1739.53	1358.28	411.21	778.19	6714.33	2837.92
2514	2150.74	1387.56	2384.17	665.01	1173.75	1753.36	1384.19	424.06	798.55	6847.15	2920.12
2515	2198.6	1417.99	2465.27	670.03	1176.84	1785.51	1431.26	439.16	832.48	7044.18	3025.32
2516	2229.49	1422.88	2464.29	674.9	1148.03	1762.25	1431.16	436.91	837.17	7069.7	3017.94
2517	2158.93	1352.33	2357.98	680.7	1084.12	1664.43	1352.34	415.16	797.29	6836.77	2869.26
2518	2081.73	1274.34	2228.66	636.78	1022.68	1565.28	1262.98	387.32	750.01	6531.71	2673.58
2519	2022.67	1222.77	2117.5	628.73	979.09	1485.66	1192.34	361.26	706.54	6250.39	2511.97
2520	1963.06	1179.43	2057.9	618.98	940.14	1424.28	1133.28	336.99	675.22	5948.07	2370.86
2521	1913.71	1149.0	2006.27	611.7	926.48	1386.96	1095.14	331.53	676.38	5683.84	2275.04
2522	1901.11	1136.95	1980.89	607.38	916.55	1367.34	1082.66	331.63	669.19	5569.53	2229.79
2523	1910.39	1143.26	1967.05	606.27	919.43	1373.9	1085.63	335.71	669.81	5560.49	2225.19
2524	1938.61	1171.9	1994.4	613.67	922.01	1395.54	1102.56	345.01	674.96	5613.54	2259.08
2525	1980.4	1228.78	2095.79	613.57	965.47	1442.56	1142.11	361.17	702.16	5765.44	2336.42
2526	2110.94	1339.74	2271.89	651.52	1041.75	1574.84	1244.71	390.77	778.33	6255.02	2535.23
2527	2195.85	1471.61	2354.02	644.69	1099.47	1658.6	1321.66	412.25	826.04	6849.7	2713.17
2528	2235.24	1483.76	2357.59	641.19	1120.59	1675.69	1365.48	415.54	845.83	7183.78	2803.25
2529	2263.69	1498.15	2368.6	641.66	1131.25	1681.8	1394.18	417.9	870.14	7426.0	2850.74
2530	2263.25	1485.88	2346.21	627.19	1131.1	1675.15	1401.47	417.18	867.54	7466.82	2856.36
2531	2253.37	1476.91	2317.09	616.44	1113.66	1665.34	1383.8	418.26	857.34	7392.75	2810.41
2532	2221.55	1459.22	2273.89	598.33	1096.55	1635.5	1355.24	405.98	824.1	7201.84	2717.73
2533	2196.46	1438.81	2245.4	579.25	1043.63	1606.18	1289.99	384.36	778.15	7011.08	2543.66
2534	2150.98	1404.08	2207.35	609.98	1013.73	1546.78	1260.52	371.66	762.12	6831.86	2432.37
2535	2154.56	1376.21	2172.59	568.81	1002.58	1520.11	1235.99	365.55	739.68	6733.96	2379.01
2536	2163.41	1371.42	2167.26	566.73	999.91	1519.28	1212.83	351.27	726.47	6690.9	2331.24
2537	2177.06	1381.12	2178.89	566.86	1013.52	1563.32	1241.95	361.33	729.86	6703.6	2412.46
2538	2186.01	1386.43	2206.81	572.29	1022.67	1571.85	1287.54	374.83	743.6	6645.12	2526.93
2539	2205.83	1400.23	2217.8	577.25	1046.13	1589.42	1316.9	388.79	768.97	6642.0	2629.74
2540	2242.5	1405.46	2242.13	576.46	1046.36	1589.57	1316.63	395.86	772.24	6622.53	2700.5
2541	2179.2	1342.61	2162.35	568.9	1003.68	1501.77	1262.87	378.86	741.62	6418.04	2596.76
2542	2094.87	1260.62	2053.32	554.7	943.75	1407.54	1172.81	351.53	689.31	6127.45	2413.23
2543	2004.48	1194.02	1944.62	549.47	888.64	1325.05	1093.52	321.53	643.05	5762.96	2226.7
2544	1942.51	1144.82	1888.32	542.05	863.02	1268.07	1035.16	307.01	594.37	5443.25	2102.5
2545	1900.04	1110.95	1860.22	534.48	845.11	1235.52	996.86	300.53	555.0	5228.34	2025.99
2546	1885.68	1105.66	1845.18	534.1	844.9	1228.87	990.26	298.12	538.27	5152.96	1999.57
2547	1890.38	1113.57	1859.51	537.17	850.15	1244.8	998.58	306.32	533.95	5145.24	2005.6
2548	1932.98	1156.11	1912.92	549.24	887.01	1285.65	1027.66	315.92	551.11	5248.13	2068.53
2549	2022.57	1241.1	2053.54	569.01	955.0	1376.79	1097.86	347.67	591.81	5550.25	2214.95
2550	2192.61	1374.8	2288.97	605.32	1064.77	1540.17	1206.42	379.31	677.37	6192.23	2446.76
2551	2305.89	1432.79	2400.59	623.25	1115.49	1633.63	1283.35	409.73	738.11	6804.0	2591.69
2552	2329.76	1451.67	2419.8	620.63	1115.54	1635.06	1299.15	403.65	747.41	7103.54	2642.66
2553	2322.93	1436.63	2384.94	612.85	1101.79	1602.39	1271.84	406.05	754.55	7170.92	2603.33
2554	2307.65	1415.34	2363.25	599.97	1090.13	1549.25	1246.2	396.58	758.18	7075.57	2520.75
2555	2273.02	1391.45	2322.47	584.39	1083.52	1495.98	1234.1	381.9	738.85	7004.91	2448.22
2556	2267.97	1376.7	2294.93	578.64	1077.06	1492.12	1222.83	379.21	738.73	6989.21	2413.12
2557	2262.29	1367.02	2276.17	573.83	1054.04	1486.83	1230.38	382.32	738.11	6954.09	2431.14
2558	2237.96	1364.25	2257.78	572.08	1047.49	1482.08	1238.09	374.75	734.82	6965.44	2453.14
2559	2215.29	1363.56	2259.53	575.95	1054.41	1491.33	1257.25	390.03	758.87	7056.55	2574.95
2560	2208.22	1373.55	2279.89	581.82	1083.41	1534.18	1265.2	398.29	759.1	7107.97	2644.81
2561	2215.7	1389.03	2302.27	592.56	1112.56	1587.46	1295.82	405.8	767.81	7132.17	2701.43
2562	2238.43	1392.38	2332.49	599.27	1128.07	1614.26	1327.93	426.09	786.25	7049.72	2784.42
2563	2261.57	1408.83	2357.72	607.42	1135.83	1652.42	1375.3	440.28	812.77	7053.91	2880.11
2564	2310.02	1447.73	2398.12	615.02	1147.65	1678.05	1394.82	443.65	816.52	7034.65	2901.73
2565	2262.23	1394.22	2301.17	617.98	1091.31	1602.91	1326.75	425.17	782.87	6822.59	2780.03
2566	2168.36	1307.82	2189.53	620.72	1023.61	1496.31	1233.43	387.37	731.38	6492.37	2577.06
2567	2080.56	1237.47	2088.59	625.04	967.65	1414.69	1158.48	369.54	685.96	6125.41	2389.46
2568	2022.11	1190.97	2008.57	621.97	941.69	1355.17	1102.57	343.58	657.34	5806.93	2273.15
2569	1990.79	1164.48	1986.18	578.94	941.23	1321.23	1066.89	340.87	634.03	5591.97	2209.32
2570	1978.28	1157.82	1967.38	579.46	940.52	1319.37	1061.33	343.95	630.87	5518.25	2190.99
2571	1984.48	1162.06	1992.3	584.31	946.74	1328.77	1064.06	347.15	626.45	5500.76	2200.85
2572	2024.77	1201.33	2029.75	594.09	982.93	1363.76	1090.35	350.31	641.58	5586.62	2257.1
2573	2118.3	1287.85	2151.79	611.6	1059.06	1459.29	1154.24	371.74	682.73	5866.29	2396.45
2574	2263.35	1419.14	2392.36	641.79	1169.39	1622.37	1271.34	408.18	761.86	6476.8	2624.0
2575	2339.77	1479.67	2450.41	655.23	1207.91	1696.76	1342.02	425.89	825.98	7052.17	2767.58
2576	2354.03	1486.74	2440.53	650.14	1181.3	1664.26	1365.82	428.54	832.9	7275.61	2763.43
2577	2327.04	1456.99	2382.23	630.15	1142.3	1623.64	1332.4	409.34	819.55	7276.0	2654.13
2578	2271.65	1411.79	2323.77	643.16	1100.09	1583.05	1280.0	392.16	798.16	7122.19	2504.56
2579	2238.16	1369.79	2253.2	621.9	1070.59	1536.09	1234.54	379.95	775.45	7003.56	2438.07
2580	2196.0	1347.45	2215.57	611.78	1036.24	1500.62	1195.06	368.66	755.38	6865.34	2352.7
2581	2170.17	1340.02	2178.0	593.29	1004.56	1459.75	1170.07	351.04	729.89	6720.65	2260.36
2582	2125.53	1311.31	2118.48	573.18	984.44	1421.39	1115.1	331.95	701.34	6566.49	2190.96
2583	2101.33	1293.37	2077.19	548.13	970.35	1420.72	1079.8	332.12	684.85	6496.9	2174.91
2584	2097.36	1294.06	2107.71	538.43	979.41	1444.84	1096.13	334.49	679.41	6486.22	2213.39
2585	2084.88	1297.67	2130.9	546.31	986.67	1477.95	1083.19	349.34	681.79	6460.42	2292.66
2586	2073.5	1294.75	2138.93	539.35	996.13	1503.05	1099.77	362.56	686.14	6305.84	2377.63
2587	2090.0	1305.77	2160.64	563.17	1001.79	1538.49	1140.94	366.41	710.43	6316.09	2496.16
2588	2131.15	1330.06	2193.72	575.69	1008.86	1555.35	1201.14	392.19	734.59	6389.34	2614.1
2589	2076.97	1274.34	2120.82	571.95	955.0	1483.92	1161.89	379.65	715.24	6219.84	2527.66
2590	1995.7	1198.16	1999.68	533.99	899.64	1377.12	1080.75	350.98	662.9	5941.37	2359.25
2591	1914.0	1134.44	1909.84	527.22	861.39	1304.82	1003.78	324.25	590.55	5619.64	2174.97
2592	1843.7	1092.63	1855.97	527.23	843.17	1241.34	951.65	298.34	633.0	5231.84	2042.5
2593	1806.69	1063.78	1826.89	523.34	816.33	1217.99	922.93	289.53	615.42	5020.24	1966.56
2594	1812.21	1059.71	1824.19	526.27	811.88	1215.13	914.48	288.62	610.23	4936.34	1939.11
2595	1819.98	1071.04	1848.41	533.52	820.32	1218.75	921.96	290.45	611.39	4959.64	1953.71
2596	1862.65	1114.85	1915.72	545.26	857.59	1267.55	950.14	300.32	628.81	5065.31	2016.24
2597	1954.11	1199.43	2043.94	566.89	932.15	1369.22	1037.65	330.7	657.96	5382.95	2159.05
2598	2127.84	1337.39	2269.29	603.32	1046.95	1542.57	1206.48	371.89	776.17	6000.2	2429.38
2599	2235.09	1409.5	2389.43	625.65	1104.73	1649.7	1291.36	395.91	781.05	6682.32	2641.86
2600	2305.02	1441.21	2404.99	622.59	1102.81	1649.7	1330.26	399.78	791.32	6980.84	2694.19
2601	2309.62	1446.11	2414.77	614.53	1095.55	1590.48	1337.15	399.28	798.94	7128.68	2693.46
2602	2314.2	1447.3	2385.92	603.32	1095.4	1561.96	1322.57	394.72	808.56	7172.05	2706.02
2603	2292.55	1435.77	2315.91	593.39	1076.13	1549.07	1315.88	388.9	807.62	7177.15	2716.86
2604	2234.1	1403.04	2270.14	583.28	1058.31	1539.06	1284.39	386.39	793.34	7106.55	2687.29
2605	2213.09	1380.77	2247.79	569.51	1033.48	1528.18	1261.89	386.99	786.34	7090.64	2668.18
2606	2203.22	1375.32	2239.67	568.54	1018.76	1517.7	1240.27	385.6	781.1	7080.37	2667.22
2607	2170.43	1369.47	2210.18	567.11	1001.55	1490.26	1204.33	380.51	766.85	6995.01	2599.7
2608	2155.48	1364.83	2211.44	565.16	980.54	1467.78	1209.77	378.47	757.41	6933.12	2595.4
2609	2150.0	1377.49	2240.25	569.04	1016.37	1525.34	1237.91	394.71	770.51	6932.93	2661.95
2610	2148.54	1382.19	2273.03	577.77	1027.0	1578.12	1269.8	407.35	779.59	6801.05	2731.04
2611	2178.36	1402.44	2326.48	587.31	1091.26	1625.71	1313.36	415.09	799.46	6791.96	2806.87
2612	2224.67	1435.11	2377.88	595.88	1120.7	1651.44	1353.85	423.45	816.12	6840.24	2873.54
2613	2191.28	1384.59	2299.79	585.17	1076.27	1588.7	1311.68	408.73	787.27	6667.52	2771.35
2614	2119.38	1308.63	2171.1	578.33	1025.91	1496.0	1234.07	378.61	743.68	6408.21	2606.11
2615	2035.63	1238.43	2045.63	575.09	964.74	1412.96	1160.13	358.65	691.17	6106.37	2432.41
2616	1984.96	1189.65	1999.02	609.15	938.75	1364.63	1112.47	340.15	661.09	5812.72	2313.09
2617	1965.13	1170.37	1989.38	574.9	933.55	1344.41	1088.07	327.3	643.65	5631.24	2253.5
2618	1974.72	1170.39	2022.49	616.68	922.66	1343.07	1084.14	335.55	634.53	5556.61	2234.63
2619	1980.68	1177.92	2029.69	619.01	919.36	1348.25	1083.15	338.64	635.2	5536.71	2238.35
2620	2027.05	1221.65	2091.52	632.63	943.07	1391.92	1114.26	349.4	650.92	5640.97	2310.06
2621	2117.51	1307.29	2225.19	658.39	1000.41	1490.82	1189.51	378.07	693.0	5979.5	2471.39
2622	2259.31	1420.76	2423.1	693.01	1096.12	1655.64	1296.22	415.97	768.31	6564.14	2691.33
2623	2320.72	1467.29	2489.37	708.14	1139.42	1735.67	1346.51	433.6	822.65	7042.75	2781.04
2624	2297.92	1450.45	2455.34	692.73	1153.76	1702.67	1320.61	421.24	817.63	7218.83	2699.36
2625	2255.05	1416.09	2424.58	677.79	1170.09	1646.97	1280.47	400.92	795.96	7233.75	2589.91
2626	2201.16	1370.5	2382.51	657.15	1138.11	1557.28	1218.73	386.93	774.25	7073.86	2467.58
2627	2134.56	1316.89	2307.48	636.1	1087.5	1491.91	1166.37	372.35	748.4	6925.49	2357.35
2628	2072.19	1272.66	2223.06	584.5	1077.12	1420.71	1119.36	355.53	722.6	6782.25	2259.61
2629	2023.11	1235.44	2161.9	563.69	1044.55	1380.55	1086.27	341.7	700.87	6617.96	2178.02
2630	1957.61	1194.9	2079.91	547.49	1009.0	1344.68	1055.92	328.16	680.66	6479.49	2129.12
2631	1887.02	1154.88	2025.1	560.13	983.61	1319.86	1038.83	314.72	670.43	6380.0	2106.95
2632	1844.63	1125.28	1983.39	572.37	976.26	1349.84	1044.53	315.62	667.15	6339.49	2144.54
2633	1833.5	1118.0	1957.51	567.38	982.6	1384.02	1064.0	323.49	670.76	6288.76	2205.1
2634	1838.15	1118.76	1959.72	524.03	984.94	1428.88	1103.29	337.55	678.04	6173.98	2306.18
2635	1851.08	1142.48	1989.41	559.67	987.83	1478.7	1157.54	355.54	696.92	6217.44	2447.79
2636	1957.17	1214.85	2078.7	580.34	1022.93	1525.5	1207.62	381.97	731.79	6331.67	2577.75
2637	1968.79	1204.89	2067.92	580.06	997.37	1485.73	1185.39	388.59	709.01	6203.04	2535.99
2638	1926.33	1156.02	1987.27	577.21	960.2	1419.51	1137.52	357.36	681.98	6030.68	2432.99
2639	1858.21	1102.9	1908.76	573.69	910.21	1355.25	1078.98	337.7	649.5	5770.68	2300.11
2640	1813.81	1072.55	1878.68	574.97	894.21	1323.3	1038.94	332.43	560.5	5593.43	2192.5
2641	1801.4	1056.07	1874.64	568.09	886.13	1302.87	1014.39	329.5	618.16	5363.94	2136.44
2642	1805.33	1055.09	1871.92	579.29	878.75	1300.21	1013.58	328.26	628.18	5263.16	2108.66
2643	1822.32	1067.31	1891.46	588.13	888.06	1315.7	1022.98	332.48	632.99	5260.13	2117.36
2644	1861.08	1096.72	1938.31	602.8	908.58	1350.5	1049.42	341.7	648.74	5336.6	2158.35
2645	1918.79	1150.2	2009.1	618.56	940.48	1402.96	1089.92	359.82	676.18	5500.17	2247.76
2646	1987.0	1196.38	2099.95	636.47	990.19	1470.89	1141.35	382.36	704.6	5741.73	2346.5
2647	1985.25	1207.68	2117.46	613.31	1008.81	1479.27	1163.84	377.41	719.59	5834.54	2351.01
2648	1945.37	1168.46	2045.91	563.64	989.65	1424.87	1119.91	369.27	705.79	5776.91	2257.11
2649	1876.54	1121.31	1957.46	546.55	940.88	1344.87	1058.72	347.1	683.47	5703.37	2136.92
2650	1799.53	1077.6	1847.96	548.75	891.84	1266.86	996.93	325.19	657.94	5617.42	2016.91
2651	1745.53	1042.76	1776.71	498.5	865.48	1213.77	953.04	311.14	637.98	5556.56	1935.34
2652	1705.03	1004.94	1723.64	481.73	835.03	1159.17	924.05	293.79	610.67	5480.75	1861.58
2653	1670.76	973.06	1663.99	509.23	792.75	1113.21	898.92	283.14	592.34	5349.79	1794.31
2654	1601.85	948.91	1622.89	460.52	773.6	1082.33	876.54	274.52	578.76	5239.55	1752.89
2655	1554.38	931.62	1596.25	452.76	764.41	1071.66	871.76	267.61	571.31	5162.1	1740.53
